Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
12	4882637	4944016	12	16344965	16379199	placeholder
14	9854934	9888403	14	12240080	12267783	placeholder
7	16305383	16355037	7	16522827	16565767	placeholder
3	114830030	114916385	3	110600164	110638686	placeholder
5	109376910	109521772	5	661430	757685	placeholder
1	255446735	255500403	1	74844081	74902352	placeholder
1	268763022	268834137	1	61723871	61787752	placeholder
2	206213535	206273600	2	57864827	57919039	placeholder
8	60638174	60798671	8	42365695	42479853	placeholder
5	36410076	36467420	5	74840380	74895823	placeholder
1	71525710	71607930	1	245642843	245723370	placeholder
1	62339399	62392219	1	254817995	254865314	placeholder
7	52747782	52867614	7	46983227	47033041	placeholder
1	272654955	272721331	1	57843912	57907283	placeholder
1	166157898	166199410	1	156747352	156794318	placeholder
6	31417461	31463732	6	30625124	30692726	placeholder
17	9549693	9575015	16	4653737	4712821	placeholder
3	152262743	152301892	3	148648080	148695857	placeholder
1	64641729	64776176	1	252380787	252496885	placeholder
1	332636091	332794298	1	7203915	7313259	placeholder
19	241781	256145	18	441388	470576	placeholder
2	11596379	11609758	2	232247712	232261872	placeholder
3	49301918	49375407	3	54092877	54190962	placeholder
3	142593126	142633794	3	138429053	138471823	placeholder
3	66422137	66495018	3	72302748	72362655	placeholder
5	70801597	70858812	5	41906628	41933191	placeholder
17	4936784	5003635	16	10293540	10299417	placeholder
1	238870745	238912380	1	90813588	90886609	placeholder
15	1857484	1871877	13	18202860	18222378	placeholder
5	50690613	50767089	5	59798714	59885739	placeholder
3	180826430	180940954	3	178779117	178895342	placeholder
1	176836776	176918133	1	147477778	147538379	placeholder
3	123249956	123295873	3	118708249	118761844	placeholder
5	67763398	67802533	5	43929723	43955424	placeholder
3	39113724	39157371	3	42603615	42647956	placeholder
1	53694873	53742432	1	263612696	263663348	placeholder
5	51303523	51358748	5	59199569	59250986	placeholder
1	262199614	262249198	1	68210600	68257841	placeholder
5	91215382	91237293	5	30191784	30213154	placeholder
14	220670	238661	14	221397	246210	placeholder
16	1772462	1839689	15	16002631	16057558	placeholder
3	130717001	130760659	3	126266339	126318629	placeholder
4	90938011	90962116	4	44707689	44733762	placeholder
5	5528377	5604304	5	105266073	105326103	placeholder
1	288140427	288174228	1	41735856	41769274	placeholder
8	66446636	66703663	8	56883611	57116219	placeholder
15	11631271	11661660	13	6193908	6226083	placeholder
8	25544782	25586932	8	40324527	40376569	placeholder
1	257459716	257510039	1	72794186	72842435	placeholder
6	43290076	43341584	6	43244232	43296844	placeholder
16	6745275	6768804	15	6000180	6022823	placeholder
2	31532027	31598392	2	201697618	201760354	placeholder
7	65935264	66036415	7	54969013	55050634	placeholder
10	5047427	5106248	11	21393228	21429028	placeholder
11	22591404	22598268	9	6943492	6951443	placeholder
1	55155058	55168832	1	262077357	262093803	placeholder
8	76739548	76786316	8	72974327	73053160	placeholder
1	221445330	221488744	1	107546071	107586099	placeholder
1	277656680	277685325	1	52709894	52739300	placeholder
5	122421188	122467925	5	12453712	12519869	placeholder
3	169968203	170016443	3	167553498	167607453	placeholder
2	203692098	203727305	2	60389028	60429984	placeholder
1	159387198	159481033	1	163121715	163206463	placeholder
2	243252377	243294448	2	23229566	23268506	placeholder
7	88174371	88409672	7	67958301	68226600	placeholder
2	194020657	194049214	2	69590682	69635872	placeholder
12	8498031	8517940	12	12259117	12273569	placeholder
11	17532655	17569365	9	12119388	12148279	placeholder
7	56448764	56508055	7	49083602	49119998	placeholder
4	87252174	87311993	4	47640612	47693819	placeholder
17	3356830	3388473	16	11561287	11581192	placeholder
5	26598873	26708861	5	84727645	84816716	placeholder
1	296534198	296569541	1	32812980	32873221	placeholder
7	37143476	37191008	7	36103697	36158256	placeholder
3	33815248	33870085	3	36602140	36659932	placeholder
14	4705538	4723856	14	6433460	6456515	placeholder
4	5290407	5335474	4	114058730	114090385	placeholder
1	260910412	260955704	1	69364648	69413437	placeholder
1	212036948	212125948	1	116471096	116546325	placeholder
3	63498087	63531695	3	69359874	69415563	placeholder
2	235291097	235552557	2	29823399	30056005	placeholder
13	18053883	18076417	10	24582339	24609291	placeholder
6	37761343	37834443	6	37537697	37606993	placeholder
15	14152287	14166274	13	3818957	3836961	placeholder
1	137800680	137829527	1	183254000	183279612	placeholder
1	64357789	64413404	1	252744839	252800022	placeholder
13	18324394	18342253	10	24887603	24906711	placeholder
2	9338111	9358535	2	230000277	230020144	placeholder
1	170590766	170751966	1	152401741	152524697	placeholder
1	114341305	114376522	1	205133329	205165892	placeholder
2	69157800	69205702	2	162493473	162553891	placeholder
1	59090684	59137284	1	258245689	258294542	placeholder
2	203790679	203816443	2	60295327	60322880	placeholder
1	323234194	323353163	1	12003983	12124659	placeholder
8	36952098	36993073	8	29032532	29074880	placeholder
10	6545356	6594373	11	16435601	16476201	placeholder
5	58731851	58784444	5	51826793	51884582	placeholder
7	14501130	14527304	7	14730832	14781239	placeholder
3	7944295	8038861	3	10466036	10543623	placeholder
1	226703011	226743012	1	102324304	102371454	placeholder
1	92879617	92922599	1	224788351	224830288	placeholder
2	199901084	199946125	2	64066341	64124929	placeholder
1	62899545	62916979	1	254298566	254318485	placeholder
7	65511714	65600287	7	54651877	54739512	placeholder
2	141510596	141569048	2	119635595	119721088	placeholder
1	296633681	296728182	1	32643421	32739694	placeholder
3	120154147	120199347	3	115707645	115764094	placeholder
1	299037803	299126962	1	30033377	30130892	placeholder
16	5011379	5053912	15	4048600	4087473	placeholder
1	179138712	179176680	1	145761479	145789061	placeholder
14	7308527	7343068	14	9468377	9500008	placeholder
4	51608750	51641624	4	74377956	74406859	placeholder
15	1899943	2021609	13	17948974	18154172	placeholder
2	190077598	190154079	2	73338729	73410318	placeholder
2	155294036	155338081	2	107190188	107237376	placeholder
1	211828633	211922561	1	116629616	116721078	placeholder
1	256613682	256721885	1	73604080	73718512	placeholder
15	7337377	7389348	13	10591448	10645475	placeholder
1	249005722	249048972	1	81039834	81081907	placeholder
2	148811305	149196028	2	112615464	113013350	placeholder
1	225929935	225969758	1	103116226	103162110	placeholder
2	67452584	67521925	2	164272974	164297632	placeholder
8	74792764	74835711	8	62451496	62497695	placeholder
1	164234628	164261118	1	158795728	158815332	placeholder
11	15300587	15321220	9	14308700	14336039	placeholder
14	7214832	7264790	14	9363484	9403346	placeholder
3	71242012	71354018	3	77302679	77392001	placeholder
8	67712144	67766246	8	57810849	57854940	placeholder
1	146563261	146611757	1	175410661	175447608	placeholder
19	5532872	5559813	18	9276114	9293206	placeholder
1	65842572	65871978	1	251106626	251147179	placeholder
5	100158559	100311027	5	14313665	14468379	placeholder
3	44699290	44918746	3	48886606	49126774	placeholder
1	116607547	116631639	1	203062090	203088895	placeholder
5	23250637	23350957	5	88148215	88255140	placeholder
1	302623759	302655942	1	26392292	26420909	placeholder
1	17650518	17720537	1	299206209	299266607	placeholder
14	719665	740263	14	881251	913053	placeholder
4	23612693	23640751	4	95405101	95431477	placeholder
1	26592420	26654162	1	291018888	291087890	placeholder
2	190353589	190376469	2	73107592	73131505	placeholder
3	147386754	147437623	3	143705973	143736399	placeholder
7	31115328	31158679	7	30448849	30465562	placeholder
11	11963727	12054570	9	17595386	17674902	placeholder
2	182712477	182757954	2	80716241	80760128	placeholder
15	3377859	3431258	13	15663143	15721735	placeholder
3	58309119	58314897	3	63834479	63840297	placeholder
1	269844171	269908809	1	60643860	60701192	placeholder
19	4629440	4672443	18	8549189	8582675	placeholder
6	36540287	36567047	6	36113323	36136372	placeholder
1	259388280	259411447	1	70903560	70935868	placeholder
2	199769794	199872773	2	64158839	64265839	placeholder
13	13059948	13078794	10	18913937	18931988	placeholder
15	6517800	6546048	13	11548370	11572724	placeholder
6	43150111	43198579	6	43081087	43142802	placeholder
4	84273448	84317475	4	50144896	50191304	placeholder
4	20123778	20131399	4	101506345	101514495	placeholder
6	45583401	45606589	6	45590173	45614071	placeholder
1	284215054	284224877	1	46000616	46009696	placeholder
15	16761366	16777795	13	430635	456515	placeholder
15	11707112	11727607	13	6133079	6150941	placeholder
6	22656842	22694996	6	21211727	21278555	placeholder
18	9160510	9165550	17	10452278	10458908	placeholder
3	161020942	161073502	3	157795405	157852633	placeholder
3	45471755	45503488	3	49791660	49822260	placeholder
19	6412945	6477042	18	10091553	10145717	placeholder
8	48589652	48660041	8	48669857	48733974	placeholder
6	52093880	52121137	6	52364746	52391925	placeholder
3	56826965	56898702	3	62368143	62436319	placeholder
1	285975811	286023115	1	44196116	44243828	placeholder
8	23550171	23592750	8	23315568	23357094	placeholder
3	177449269	177543844	3	175380262	175466356	placeholder
6	42554280	42646994	6	42465039	42547846	placeholder
4	90968442	90998753	4	44674192	44702236	placeholder
1	270442240	270521068	1	60013216	60074561	placeholder
6	37963864	37993682	6	37733519	37770618	placeholder
13	3419802	3466320	10	7458323	7522886	placeholder
5	99248350	99300338	5	22849923	22894369	placeholder
1	114613967	114655901	1	204849594	204888011	placeholder
3	91976442	92185402	3	97522185	97645333	placeholder
5	86572881	86627955	5	33703038	33760039	placeholder
2	176341799	176368796	2	86860454	86885403	placeholder
1	250866748	250943357	1	79172130	79249550	placeholder
6	254736	281183	6	601130	628507	placeholder
3	136578647	136663095	3	132153580	132243267	placeholder
5	57009854	57040207	5	53715744	53755514	placeholder
1	65894818	65952585	1	251013084	251090143	placeholder
3	165989207	166012035	3	163139002	163172618	placeholder
3	62739178	62843728	3	68485986	68616010	placeholder
4	78522802	78869637	4	55113171	55256752	placeholder
5	122762927	122769705	5	13122563	13130093	placeholder
8	38897809	38919812	8	27017914	27043114	placeholder
3	9518619	9636007	3	11978801	12070250	placeholder
4	22196146	22239206	4	94242143	94269963	placeholder
13	12106485	12265297	10	18036524	18186308	placeholder
8	24695495	24718111	8	24436791	24461978	placeholder
1	157045668	157107335	1	165415097	165471300	placeholder
4	131285596	131325384	4	25519530	25546139	placeholder
18	1007273	1053613	17	1043695	1092095	placeholder
12	15740445	15919202	12	4663765	4759468	placeholder
7	21399659	21476818	7	21171022	21259059	placeholder
3	42347327	42398999	3	46312642	46376247	placeholder
2	228443966	228530724	2	36446398	36536658	placeholder
3	52982617	52986250	3	58269118	58272754	placeholder
13	390293	420483	10	1157044	1204936	placeholder
1	135477797	135520808	1	185360813	185403462	placeholder
5	86517313	86569499	5	33762413	33788899	placeholder
3	34738913	34747905	3	37711389	37721624	placeholder
15	1336079	1354237	13	21644467	21709704	placeholder
6	42747753	42832878	6	42662159	42745664	placeholder
6	48970621	49005507	6	49189761	49227086	placeholder
1	337986849	338039904	1	2670346	2737337	placeholder
4	84333065	84462595	4	50226405	50336109	placeholder
14	4661495	4685591	14	6390168	6416558	placeholder
1	331136396	331210844	1	8650488	8716121	placeholder
6	10988868	11055278	6	10068251	10129611	placeholder
3	70184883	70231912	3	76269564	76321714	placeholder
8	44586934	44675788	8	51887748	52027628	placeholder
6	93129308	93183623	6	84988456	85023561	placeholder
7	75934480	75979747	7	61255562	61297370	placeholder
1	142742239	142855468	1	178715346	178810011	placeholder
1	277887252	277932505	1	52465649	52508978	placeholder
2	160533564	160681251	2	101959894	102137575	placeholder
1	183698300	183978040	1	141961326	142214906	placeholder
1	291813352	291889328	1	37865348	37939766	placeholder
1	154693946	154798106	1	167532016	167567726	placeholder
2	189233669	189514460	2	74024835	74305171	placeholder
8	23358941	23390731	8	23107930	23138704	placeholder
1	42905937	42946244	1	274622218	274668144	placeholder
1	27644084	27661116	1	290009859	290024872	placeholder
1	200561649	200596682	1	126872505	126902393	placeholder
1	330850821	330895787	1	8917421	8948396	placeholder
1	266503929	266547698	1	63983605	64024660	placeholder
5	55628572	55661714	5	55079008	55117457	placeholder
7	62911398	62963516	7	53056700	53083380	placeholder
6	89930570	89980070	6	76640601	76673055	placeholder
5	40154817	40229061	5	71070085	71154110	placeholder
7	75905235	75908736	7	61222600	61226104	placeholder
14	6269487	6298685	14	8278815	8308965	placeholder
3	105745030	105797379	3	106536276	106575074	placeholder
3	152980872	153007086	3	149415160	149441913	placeholder
5	31395215	31420786	5	80095214	80118213	placeholder
2	157084301	157111087	2	105549275	105581316	placeholder
15	16934840	17038921	13	178999	252417	placeholder
8	6900984	7043115	8	7573242	7703436	placeholder
1	216257284	216305951	1	112371943	112397271	placeholder
1	294083175	294103082	1	35469571	35497639	placeholder
11	21320332	21342767	9	8236624	8260928	placeholder
11	15261459	15294596	9	14342362	14379473	placeholder
5	45901162	45904639	5	64875080	64878566	placeholder
2	182360134	182389908	2	81041265	81070125	placeholder
2	66899867	66927113	2	164882015	164913838	placeholder
4	131357993	131385499	4	25572196	25611210	placeholder
1	100421757	100464644	1	217364007	217404436	placeholder
4	19487277	19532078	4	101947814	102032316	placeholder
3	13820501	13854005	3	15725236	15765717	placeholder
1	113180726	113251416	1	206177733	206235220	placeholder
3	136134953	136176735	3	131757747	131806458	placeholder
1	13757420	13812830	1	302563736	302612172	placeholder
1	323748761	323798676	1	11552964	11603749	placeholder
3	155404606	155520328	3	152037914	152185263	placeholder
4	61577987	61622891	4	65410565	65441787	placeholder
1	109788909	109814707	1	209282219	209307322	placeholder
5	39233154	39241767	5	71817046	71827537	placeholder
7	168010	169810	7	1867136	1868889	placeholder
14	2568319	2597280	14	3609958	3648379	placeholder
7	51694396	51773957	7	46635666	46695171	placeholder
1	114668450	114696496	1	204807345	204838538	placeholder
6	56361559	56409865	6	56719993	56768365	placeholder
3	124278032	124301650	3	119791850	119813304	placeholder
12	20339340	20432523	12	2789046	2826646	placeholder
6	16945176	17070086	6	15429085	15552948	placeholder
12	2127838	2147551	12	19965586	19998390	placeholder
3	105944458	105994158	3	106720837	106759949	placeholder
4	12758044	12860455	4	107482959	107513703	placeholder
6	98994434	99039920	6	77267024	77315958	placeholder
3	101673636	101814059	3	102717169	102859072	placeholder
7	21934189	21984017	7	21715850	21781692	placeholder
1	257081025	257095445	1	73200738	73221876	placeholder
14	9817803	9859925	14	12214457	12233193	placeholder
6	62235133	62271068	6	62397475	62430830	placeholder
3	165722871	165823291	3	162783482	162922705	placeholder
8	44416689	44449583	8	52159367	52193696	placeholder
14	5001756	5071889	14	6777873	6810844	placeholder
1	98860299	98894814	1	218932396	218965051	placeholder
7	23607724	23671416	7	23427286	23499957	placeholder
3	11628522	11738446	3	13874636	13964152	placeholder
5	20901514	20947084	5	90708578	90746094	placeholder
2	200499394	200582071	2	63478545	63541040	placeholder
19	346734	353632	18	569506	581536	placeholder
8	25803465	25835695	8	40050462	40083978	placeholder
15	9309410	9354641	13	8517068	8556535	placeholder
1	11941280	11972529	1	304063331	304094191	placeholder
1	90344169	90441576	1	227202856	227314359	placeholder
1	25181596	25214292	1	292456794	292487615	placeholder
8	31454788	31462344	8	34219323	34225790	placeholder
2	79989101	80052621	3	146629560	146664931	placeholder
1	95107043	95180475	1	222567073	222647779	placeholder
2	155344224	155435561	2	107094905	107184526	placeholder
8	66913314	66941797	8	57295686	57315321	placeholder
2	52516907	52528520	2	179585011	179596429	placeholder
14	13558291	13599575	14	15317253	15353792	placeholder
1	300028831	300051069	1	29080019	29104708	placeholder
2	140628795	140681990	2	120522128	120564417	placeholder
5	87427724	87474421	5	33095825	33121758	placeholder
3	89622	98181	3	2946556	2956717	placeholder
1	40663527	40702694	1	277024866	277074287	placeholder
2	20104226	20162689	2	213597666	213647786	placeholder
2	172950529	173058112	2	90214703	90317049	placeholder
10	16367918	16376729	11	9588615	9597491	placeholder
2	242936708	242966346	2	23508139	23529938	placeholder
10	6036331	6087106	11	16895972	16938628	placeholder
16	1458758	1512663	15	16360262	16409396	placeholder
15	3512100	3519644	13	15440475	15459221	placeholder
3	183104886	183112716	3	180906425	180913850	placeholder
12	5881391	5931910	12	15154627	15202075	placeholder
5	50931435	50966316	5	59582095	59623359	placeholder
11	20986969	21142747	9	8470332	8532103	placeholder
13	3390946	3415351	10	7422070	7454033	placeholder
1	164602503	164652134	1	158393939	158441775	placeholder
6	95976941	96021746	6	81805303	81861552	placeholder
3	59490873	59533755	3	65110002	65152571	placeholder
5	30512808	30544920	5	80945624	80988954	placeholder
8	76924163	76973335	8	67357752	67396305	placeholder
8	38784572	38819842	8	27128960	27153392	placeholder
1	174334334	174508676	1	149150450	149235143	placeholder
12	3685720	3707009	12	17781302	17810348	placeholder
7	49393193	49559980	7	45774705	45848580	placeholder
7	20547078	20581194	7	20348849	20385415	placeholder
6	90419595	90554253	6	87578255	87741452	placeholder
1	115839301	115861107	1	203794820	203811018	placeholder
4	89764301	89805546	4	45678062	45716871	placeholder
16	7562846	7588990	15	7037041	7063593	placeholder
2	148262245	148349717	2	113400376	113483731	placeholder
5	24202809	24214412	5	87379464	87393621	placeholder
2	193955195	193997336	2	69693161	69728087	placeholder
1	130509289	130565585	1	189909457	189962671	placeholder
6	42088511	42109820	6	41944225	41980224	placeholder
14	8739736	8782728	14	11078029	11116566	placeholder
7	89495486	89513516	7	66253223	66271136	placeholder
1	21034332	21059657	1	296451299	296469664	placeholder
1	200826653	200868823	1	126663724	126706936	placeholder
1	130610177	130673335	1	189813156	189873113	placeholder
1	333579236	333628440	1	5990783	6024501	placeholder
8	28915151	28948715	8	36838024	36873848	placeholder
1	300734952	300763457	1	28386622	28418260	placeholder
6	27562791	27589588	6	26304286	26335166	placeholder
15	10891677	10907414	13	6971977	6994719	placeholder
1	89920934	89970006	1	227722779	227781385	placeholder
14	8534423	8555709	14	10853698	10905179	placeholder
4	22319448	22368926	4	94345544	94396137	placeholder
1	123425656	123603183	1	196422993	196593814	placeholder
13	11353677	11472934	10	17258747	17355494	placeholder
4	73178136	73372373	4	57284117	57388943	placeholder
2	190458598	190502516	2	72992488	73031118	placeholder
19	1735681	1814915	18	5079662	5113823	placeholder
1	294318319	294331890	1	35269042	35284059	placeholder
3	201472379	201503814	3	198252243	198310797	placeholder
1	140049299	140126528	1	181274298	181344243	placeholder
6	89861023	89911025	6	76575496	76615675	placeholder
13	435757	451231	10	1120336	1139550	placeholder
2	232767532	232786603	2	32387625	32408313	placeholder
1	130464757	130474262	1	189997785	190006099	placeholder
19	6134582	6155279	18	10345574	10359582	placeholder
16	3961097	3993406	15	3091429	3110702	placeholder
3	14648598	14678471	3	16494088	16518282	placeholder
15	678565	715507	13	19838165	19901392	placeholder
12	7948396	8059519	12	12743378	12854043	placeholder
1	299302832	299335169	1	29815526	29841099	placeholder
15	5191455	5400849	13	12867116	13116621	placeholder
3	56181601	56184787	3	61781099	61784296	placeholder
2	11302081	11313147	2	231965572	231973012	placeholder
3	183724567	183730970	3	181569026	181579683	placeholder
11	22717112	22731704	9	6793742	6805864	placeholder
4	10720246	10751018	4	109321933	109353600	placeholder
3	184776439	184786795	3	182580658	182591508	placeholder
16	4137511	4280573	15	3230139	3350438	placeholder
1	292575819	292667255	1	37053129	37167111	placeholder
3	59602784	59626835	3	65218138	65240353	placeholder
5	55718750	55721930	5	55001663	55004840	placeholder
3	59049955	59059932	3	64647265	64661651	placeholder
13	2218249	2238089	10	4777197	4820390	placeholder
1	267928775	267953202	1	62559921	62594767	placeholder
2	229844903	230056863	2	34973015	35037151	placeholder
2	101041721	101072046	6	23452326	23480599	placeholder
13	8726782	8758868	10	14517253	14555431	placeholder
4	81860935	81884704	4	48556482	48575263	placeholder
14	8178794	8200375	14	10488332	10511116	placeholder
2	220716134	220813398	2	43851857	43936120	placeholder
5	32351975	32382292	5	79020758	79056479	placeholder
2	155798704	155864653	2	106688386	106760006	placeholder
6	10677155	10854898	6	9763701	9961203	placeholder
1	335909821	335912974	1	3050979	3054135	placeholder
7	9117484	9211114	7	9624120	9713086	placeholder
8	29579720	29600157	8	36161603	36184088	placeholder
1	40986552	41040908	1	276628752	276679686	placeholder
8	9406373	9455867	8	9901438	9936064	placeholder
4	42642534	42727973	4	82436704	82528265	placeholder
6	45536726	45556253	6	45542586	45562731	placeholder
1	22987767	23018835	1	294686831	294716146	placeholder
5	32435312	32450522	5	78952317	78974030	placeholder
1	223755001	223848508	1	105218034	105304448	placeholder
1	79303073	79306214	1	238083759	238086897	placeholder
5	120687296	120757748	5	10213334	10274157	placeholder
16	5628984	5701990	15	4740488	4805640	placeholder
4	27691706	27825097	4	98418568	98539764	placeholder
2	234696683	234772079	2	30599339	30683437	placeholder
19	4515649	4538096	18	8436596	8454027	placeholder
2	156133189	156173887	2	106372288	106411121	placeholder
1	166537207	166605735	1	156323152	156412634	placeholder
1	274602106	274619816	1	55713231	55735767	placeholder
1	300181577	300298183	1	28876405	28928262	placeholder
8	30578286	30690404	8	35011833	35135229	placeholder
7	84389438	84550855	7	72275634	72418712	placeholder
2	155621514	155667898	2	106880982	106926416	placeholder
7	22029157	22058718	7	21828134	21863862	placeholder
1	10971505	11035747	1	304881207	304926461	placeholder
8	39044291	39111508	8	26865631	26930260	placeholder
3	169179173	169208448	3	166651494	166684949	placeholder
5	97053634	97078659	5	24988021	25019168	placeholder
3	159004280	159030514	3	155856643	155891012	placeholder
17	9279253	9292979	16	7473593	7489682	placeholder
6	42975125	43002411	6	42910023	42937407	placeholder
2	207561962	207615795	2	56662387	56711505	placeholder
1	155509294	155557402	1	166927434	166970068	placeholder
3	137659573	137686690	3	133266705	133298836	placeholder
13	1397056	1423940	10	2957864	3001356	placeholder
3	103681867	103718112	3	104439515	104467463	placeholder
15	15609965	15621999	13	1929690	1951096	placeholder
5	112851631	112854727	5	3470906	3474002	placeholder
1	109087253	109116937	1	209900461	209936359	placeholder
1	215471967	215499371	1	113227240	113257227	placeholder
14	578422	613969	14	683687	731966	placeholder
7	30407939	30452883	7	29721397	29773517	placeholder
7	24099156	24171613	7	23898768	23961058	placeholder
1	176642749	176698074	1	147618213	147664216	placeholder
2	180025322	180077273	2	83277358	83323528	placeholder
6	30143208	30175388	6	29171924	29203018	placeholder
5	88489342	88543009	5	32432805	32474131	placeholder
3	67697820	67720705	3	75430556	75454455	placeholder
1	81813416	81891784	1	235569814	235658918	placeholder
5	82296412	82347616	5	36215118	36243591	placeholder
