Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
4	57144996	57220345	5	55661104	55731845	placeholder
6	85593186	85678509	6	13473118	13557075	placeholder
2	243389519	243490749	2	18978470	19081834	placeholder
16	11856908	11882451	15	1208320	1233733	placeholder
1	333403470	333571816	1	311067977	311240472	placeholder
7	29771975	29948810	7	27506349	27694245	placeholder
14	1843998	1869919	12	15125238	15149767	placeholder
1	270326380	270370401	1	248543175	248583193	placeholder
5	38723730	38762385	4	38292329	38338237	placeholder
1	17345116	17409434	1	333702742	333764765	placeholder
1	276478812	276524718	1	254526934	254571674	placeholder
16	10138522	10204439	15	2864468	2931109	placeholder
1	217716540	217754577	1	196492297	196531758	placeholder
1	273477741	273804175	1	251548524	251861239	placeholder
6	30925131	30997296	6	66200859	66266172	placeholder
2	67273630	67354026	2	188619679	188730346	placeholder
8	41225517	41275540	8	40508983	40559199	placeholder
15	4578186	4642046	13	4547406	4609074	placeholder
2	156393146	156424112	2	103728340	103758956	placeholder
1	71974059	72090517	1	52895417	52970221	placeholder
6	89352107	89457309	6	9663965	9765994	placeholder
3	87273107	87430496	3	104401759	104584327	placeholder
8	21681298	21700178	8	21021320	21040428	placeholder
5	119878978	119912385	4	117348416	117380310	placeholder
7	31477671	31525503	7	29263915	29305072	placeholder
1	41301800	41347926	1	22316078	22352968	placeholder
4	93612604	93700625	5	88523521	88622681	placeholder
6	97386734	97463640	6	1784025	1855156	placeholder
1	130705502	130730074	1	110923109	110953285	placeholder
14	10099259	10150034	12	6937811	6979986	placeholder
1	39647603	39686272	1	20672689	20712250	placeholder
6	70123998	70172573	6	27934957	27999233	placeholder
2	158407906	158505750	2	101721104	101826299	placeholder
2	100057344	100092342	2	157826471	157861172	placeholder
15	6795598	6816406	13	6756634	6777005	placeholder
1	116661377	116673484	1	96867823	96880578	placeholder
2	217968864	218317612	2	43924795	44302839	placeholder
14	14554076	14601311	12	2579036	2629526	placeholder
1	65642528	65680170	1	46791412	46827370	placeholder
1	277621622	277638293	1	255631559	255648281	placeholder
10	16434487	16447306	9	15402241	15414012	placeholder
2	84884676	84975111	2	171172606	171250432	placeholder
15	1758966	1793963	13	1729441	1764634	placeholder
7	21239400	21296110	7	19251563	19306040	placeholder
2	155944757	155999368	2	104177245	104240168	placeholder
1	265601318	265694508	1	243755134	243849786	placeholder
7	89923509	89977359	7	84191525	84243332	placeholder
3	57057604	57110484	3	134539829	134598023	placeholder
7	46611936	46651584	7	43817377	43866691	placeholder
5	85860881	85961163	4	83841489	83937993	placeholder
14	16075595	16123807	12	1044217	1093136	placeholder
19	5983239	6019948	18	2173235	2201955	placeholder
8	75119664	75143890	8	72187055	72210209	placeholder
17	10092750	10111182	19	632879	651190	placeholder
3	25696020	25727393	3	165891632	165919496	placeholder
1	18148351	18207975	1	334511598	334572011	placeholder
1	286115006	286261800	1	264303156	264453260	placeholder
8	74273556	74304933	8	71361595	71392146	placeholder
1	116303632	116347770	1	96495012	96546002	placeholder
14	6397046	6421387	12	10584616	10608977	placeholder
13	474334	546105	10	5720183	5737817	placeholder
1	339620078	339678289	1	317181923	317234727	placeholder
2	199267891	199304830	2	63204809	63245533	placeholder
1	340401255	340412468	1	317921600	317932781	placeholder
14	8248162	8293241	12	8743585	8793252	placeholder
1	13668449	13726046	1	329985892	330044751	placeholder
3	152339458	152404353	3	40806894	40878796	placeholder
5	8042920	8068159	4	7986861	8010668	placeholder
2	133124550	133156532	2	126112738	126144851	placeholder
12	4882637	4944016	11	4813167	4844339	placeholder
14	9854934	9888403	12	7164593	7198536	placeholder
7	16305383	16355037	7	14565703	14613591	placeholder
3	114830030	114916385	3	78253009	78339357	placeholder
5	109376910	109521772	4	106799534	106946010	placeholder
1	255446735	255500403	1	233524630	233573527	placeholder
1	268763022	268834137	1	246954629	247026338	placeholder
2	206213535	206273600	2	56199534	56253096	placeholder
8	60638174	60798671	8	59119892	59273531	placeholder
5	36410076	36467420	4	35946672	36000215	placeholder
1	71525710	71607930	1	52399187	52477795	placeholder
1	62339399	62392219	1	43506287	43549454	placeholder
7	52747782	52867614	7	49344546	49481796	placeholder
1	272654955	272721331	1	250728824	250797318	placeholder
1	166157898	166199410	1	145827672	145868440	placeholder
6	31417461	31463732	6	65720953	65776494	placeholder
17	9549693	9575015	19	1297410	1322205	placeholder
3	152262743	152301892	3	40915829	40955473	placeholder
1	64641729	64776176	1	45768473	45891876	placeholder
1	332636091	332794298	1	310323747	310467292	placeholder
19	241781	256145	18	7802520	7817130	placeholder
2	11596379	11609758	2	243653611	243669449	placeholder
3	49301918	49375407	3	142273233	142346340	placeholder
3	142593126	142633794	3	50586571	50620130	placeholder
3	66422137	66495018	3	125343412	125411378	placeholder
5	70801597	70858812	4	69683459	69748104	placeholder
17	4936784	5003635	19	5729359	5795499	placeholder
1	238870745	238912380	1	217176482	217216792	placeholder
15	1857484	1871877	13	1828177	1839361	placeholder
5	50690613	50767089	4	49997320	50097159	placeholder
3	180826430	180940954	3	11794358	11914916	placeholder
1	176836776	176918133	1	156590543	156664097	placeholder
3	123249956	123295873	3	69897175	69945341	placeholder
5	67763398	67802533	4	66722748	66765966	placeholder
3	39113724	39157371	3	152382512	152426910	placeholder
1	53694873	53742432	1	34655297	34703418	placeholder
5	51303523	51358748	4	50636970	50691046	placeholder
1	262199614	262249198	1	240257560	240301941	placeholder
5	91215382	91237293	4	88876910	88900171	placeholder
14	220670	238661	12	16763594	16783469	placeholder
16	1772462	1839689	15	11143246	11210682	placeholder
2	95579626	95619839	2	162244280	162276303	placeholder
3	130717001	130760659	3	62326649	62369989	placeholder
4	90938011	90962116	5	85885407	85910088	placeholder
5	5528377	5604304	4	5509584	5582681	placeholder
6	69893270	69897716	6	28204508	28208948	placeholder
1	288140427	288174228	1	266303057	266334265	placeholder
8	66446636	66703663	8	63833522	64093357	placeholder
15	11631271	11661660	13	11511730	11542400	placeholder
8	25544782	25586932	8	24995054	25062877	placeholder
1	257459716	257510039	1	235562282	235615056	placeholder
6	43290076	43341584	6	54246153	54301181	placeholder
16	6745275	6768804	15	6265126	6288022	placeholder
2	31532027	31598392	2	223896509	223961626	placeholder
7	65935264	66036415	7	63219941	63314256	placeholder
10	5047427	5106248	9	4902591	4959522	placeholder
11	22591404	22598268	14	480799	487650	placeholder
1	55155058	55168832	1	36185773	36199539	placeholder
8	76739548	76786316	8	73761815	73805528	placeholder
1	221445330	221488744	1	200103343	200143946	placeholder
1	277656680	277685325	1	255664272	255690919	placeholder
5	122421188	122467925	4	119887957	119921139	placeholder
3	169968203	170016443	3	22938783	22987101	placeholder
2	203692098	203727305	2	58815198	58850677	placeholder
1	159387198	159481033	1	139372169	139475286	placeholder
2	243252377	243294448	2	19178772	19221809	placeholder
7	88174371	88409672	7	82466004	82704824	placeholder
2	194020657	194049214	2	68381842	68409577	placeholder
12	8498031	8517940	11	8433847	8452582	placeholder
11	17532655	17569365	14	5404507	5439657	placeholder
7	56448764	56508055	7	53568358	53624289	placeholder
4	87252174	87311993	5	82345055	82400295	placeholder
17	3356830	3388473	19	7322786	7354165	placeholder
5	26598873	26708861	4	26340757	26444192	placeholder
1	296534198	296569541	1	274846808	274890416	placeholder
7	37143476	37191008	7	34693918	34741253	placeholder
3	33815248	33870085	3	157746467	157803407	placeholder
14	4705538	4723856	12	12269804	12287633	placeholder
4	5290407	5335474	5	4464026	4508216	placeholder
1	260910412	260955704	1	239086710	239133993	placeholder
1	212036948	212125948	1	190578251	190656337	placeholder
3	63498087	63531695	3	128221611	128256754	placeholder
1	222821071	222886448	1	201473348	201536993	placeholder
2	235291097	235552557	2	26875605	27003168	placeholder
13	18053883	18076417	10	23116162	23138442	placeholder
6	37761343	37834443	6	59506009	59576092	placeholder
15	14152287	14166274	13	13901376	13914394	placeholder
1	137800680	137829527	1	118037503	118066177	placeholder
1	64357789	64413404	1	45504541	45558496	placeholder
13	18324394	18342253	10	23378887	23395977	placeholder
2	9338111	9358535	2	245882092	245904277	placeholder
1	170590766	170751966	1	150296977	150431022	placeholder
1	114341305	114376522	1	94512002	94548873	placeholder
2	69157800	69205702	2	186765225	186817582	placeholder
1	59090684	59137284	1	40232883	40274216	placeholder
2	203790679	203816443	2	58709904	58735185	placeholder
1	323234194	323353163	1	300885678	301005944	placeholder
8	36952098	36993073	8	36243645	36277938	placeholder
10	6545356	6594373	9	6388105	6443646	placeholder
5	58731851	58784444	4	57921346	57972495	placeholder
7	14501130	14527304	7	12764752	12790475	placeholder
3	7944295	8038861	3	183661370	183749146	placeholder
1	226703011	226743012	1	205307094	205348684	placeholder
1	92879617	92922599	1	73825809	73867383	placeholder
2	199901084	199946125	2	62559891	62606897	placeholder
1	62899545	62916979	1	44035027	44051817	placeholder
7	65511714	65600287	7	62813018	62901896	placeholder
2	97487021	97514881	2	160283907	160313525	placeholder
2	141510596	141569048	2	117704823	117765666	placeholder
1	296633681	296728182	1	274956589	275049862	placeholder
3	120154147	120199347	3	72985427	73031098	placeholder
1	299037803	299126962	1	277383018	277462502	placeholder
16	5011379	5053912	15	7929598	7971005	placeholder
1	179138712	179176680	1	158775795	158809491	placeholder
14	7308527	7343068	12	9680215	9711959	placeholder
4	51608750	51641624	5	50159708	50190543	placeholder
15	1899943	2021609	13	1867452	1992157	placeholder
2	190077598	190154079	2	72246230	72319995	placeholder
2	155294036	155338081	2	104831032	104880012	placeholder
1	211828633	211922561	1	190353342	190454190	placeholder
1	256613682	256721885	1	234701316	234814958	placeholder
15	7337377	7389348	13	7291381	7341196	placeholder
1	249005722	249048972	1	227218734	227265026	placeholder
2	148811305	149196028	2	110567865	110962687	placeholder
1	225929935	225969758	1	204528949	204566663	placeholder
2	67452584	67521925	2	188463289	188483281	placeholder
8	74792764	74835711	8	71879385	71921693	placeholder
1	164234628	164261118	1	143934025	143960746	placeholder
11	15300587	15321220	14	7635386	7656346	placeholder
14	7214832	7264790	12	9754665	9806557	placeholder
3	71242012	71354018	3	120532103	120633824	placeholder
8	67712144	67766246	8	65081624	65139853	placeholder
1	146563261	146611757	1	126514529	126555758	placeholder
19	5532872	5559813	18	2601366	2627979	placeholder
1	65842572	65871978	1	46985606	47013519	placeholder
5	100158559	100311027	4	97696375	97860930	placeholder
3	44699290	44918746	3	146661413	146878845	placeholder
1	116607547	116631639	1	96817638	96841467	placeholder
5	23250637	23350957	4	23080637	23178456	placeholder
1	302623759	302655942	1	281058066	281097019	placeholder
1	17650518	17720537	1	334024269	334090922	placeholder
14	719665	740263	12	16255729	16276243	placeholder
4	23612693	23640751	5	22587098	22625054	placeholder
1	26592420	26654162	1	7731481	7796065	placeholder
2	190353589	190376469	2	72030448	72051345	placeholder
3	147386754	147437623	3	45726070	45777204	placeholder
7	31115328	31158679	7	28894427	28922284	placeholder
11	11963727	12054570	14	10908315	10989739	placeholder
15	3377859	3431258	13	3359927	3408504	placeholder
3	58309119	58314897	3	133387710	133393525	placeholder
1	269844171	269908809	1	248066032	248132551	placeholder
19	4629440	4672443	18	3477284	3518865	placeholder
6	36540287	36567047	6	60748220	60776241	placeholder
1	259388280	259411447	1	237528203	237550962	placeholder
2	199769794	199872773	2	62644087	62745678	placeholder
13	13059948	13078794	10	18155388	18176376	placeholder
15	6517800	6546048	13	6479214	6507687	placeholder
6	43150111	43198579	6	54388809	54439043	placeholder
4	84273448	84317475	5	79411104	79452409	placeholder
4	20123778	20131399	5	19367349	19375054	placeholder
6	45583401	45606589	6	52041444	52064548	placeholder
1	284215054	284224877	1	262378643	262388102	placeholder
15	16761366	16777795	13	16523974	16540366	placeholder
15	11707112	11727607	13	11588601	11608884	placeholder
6	22656842	22694996	6	74342035	74380438	placeholder
18	9160510	9165550	17	8855795	8860884	placeholder
3	161020942	161073502	3	31981506	32037098	placeholder
3	45471755	45503488	3	146066839	146094762	placeholder
19	6412945	6477042	18	1718580	1792566	placeholder
8	48589652	48660041	8	47725342	47806148	placeholder
6	52093880	52121137	6	45677323	45705292	placeholder
3	56826965	56898702	3	134745456	134811028	placeholder
1	285975811	286023115	1	264178425	264226573	placeholder
8	23550171	23592750	8	22931155	22976342	placeholder
3	177449269	177543844	3	15225228	15324916	placeholder
6	42554280	42646994	6	54935861	55033338	placeholder
4	90968442	90998753	5	85916415	85947005	placeholder
1	270442240	270521068	1	248654992	248736240	placeholder
6	37963864	37993682	6	59351942	59383782	placeholder
13	3419802	3466320	10	8617740	8663582	placeholder
5	99248350	99300338	4	96840164	96889009	placeholder
1	114613967	114655901	1	94780204	94820363	placeholder
1	326092131	326181486	1	303864037	303961010	placeholder
5	86572881	86627955	4	84493729	84544101	placeholder
2	176341799	176368796	2	83945738	83970093	placeholder
1	250866748	250943357	1	229117756	229192789	placeholder
6	254736	281183	5	119477163	119493156	placeholder
3	136578647	136663095	3	56622792	56706955	placeholder
5	57009854	57040207	4	56201395	56235457	placeholder
1	65894818	65952585	1	47036339	47096514	placeholder
3	165989207	166012035	3	26976360	27004987	placeholder
3	62739178	62843728	3	128889922	129002518	placeholder
4	78522802	78869637	5	75628786	75964646	placeholder
5	122762927	122769705	4	120234979	120241746	placeholder
8	38897809	38919812	8	38190970	38211634	placeholder
3	9518619	9636007	3	181978163	182112978	placeholder
4	22196146	22239206	5	21172303	21221827	placeholder
13	12106485	12265297	10	17265481	17426119	placeholder
8	24695495	24718111	8	24070952	24091559	placeholder
1	157045668	157107335	1	137109417	137171674	placeholder
4	131285596	131325384	5	116928800	116967701	placeholder
18	1007273	1053613	17	1000520	1047295	placeholder
12	15740445	15919202	11	15401045	15579354	placeholder
7	21399659	21476818	7	19395909	19485075	placeholder
3	42347327	42398999	3	149206378	149260209	placeholder
2	228443966	228530724	2	33879956	33971261	placeholder
3	52982617	52986250	3	138705054	138708687	placeholder
13	390293	420483	10	5585289	5615804	placeholder
1	135477797	135520808	1	115723666	115767035	placeholder
5	86517313	86569499	4	84454198	84490368	placeholder
3	34738913	34747905	3	156876712	156885697	placeholder
15	1336079	1354237	13	1270899	1320545	placeholder
6	42747753	42832878	6	54745073	54832199	placeholder
6	48970621	49005507	6	48605797	48640524	placeholder
1	337986849	338039904	1	315550505	315602233	placeholder
4	84333065	84462595	5	79468134	79578050	placeholder
14	4661495	4685591	12	12307164	12329087	placeholder
1	331136396	331210844	1	308817231	308885445	placeholder
6	10988868	11055278	6	85734677	85797239	placeholder
3	70184883	70231912	3	121626288	121673324	placeholder
8	44586934	44675788	8	43771711	43870938	placeholder
6	93129308	93183623	6	6048282	6096561	placeholder
7	75934480	75979747	7	70579187	70625808	placeholder
1	142742239	142855468	1	122837326	122938402	placeholder
1	277887252	277932505	1	255905558	255944882	placeholder
2	160533564	160681251	2	99499355	99650693	placeholder
1	183698300	183978040	1	162978302	163277225	placeholder
1	291813352	291889328	1	270047750	270117460	placeholder
1	154693946	154798106	1	134809110	134855828	placeholder
2	189233669	189514460	2	72916421	73191367	placeholder
8	23358941	23390731	8	22739010	22769860	placeholder
1	42905937	42946244	1	23877074	23920609	placeholder
2	98330260	98352873	2	159452678	159476869	placeholder
1	27644084	27661116	1	8765589	8783193	placeholder
1	200561649	200596682	1	179519719	179553682	placeholder
1	330850821	330895787	1	308542209	308584114	placeholder
1	266503929	266547698	1	244660372	244716334	placeholder
5	55628572	55661714	4	54896875	54930375	placeholder
7	62911398	62963516	7	60209352	60267813	placeholder
6	89930570	89980070	6	9162963	9207508	placeholder
5	40154817	40229061	4	39557810	39626817	placeholder
7	75905235	75908736	7	70550865	70554363	placeholder
14	6269487	6298685	12	10712994	10740375	placeholder
3	105745030	105797379	3	87144864	87192792	placeholder
3	152980872	153007086	3	40176727	40210261	placeholder
5	31395215	31420786	4	31136460	31161317	placeholder
2	157084301	157111087	2	103103311	103131745	placeholder
15	16934840	17038921	13	16692993	16730455	placeholder
8	6900984	7043115	8	6527937	6676604	placeholder
1	216257284	216305951	1	194978160	194998217	placeholder
1	294083175	294103082	1	272392231	272414968	placeholder
11	21320332	21342767	14	1717926	1740349	placeholder
11	15261459	15294596	14	7662361	7695777	placeholder
5	45901162	45904639	4	45371234	45374711	placeholder
2	66899867	66927113	2	189079360	189110576	placeholder
4	131357993	131385499	5	116999726	117055378	placeholder
1	100421757	100464644	1	81179997	81222342	placeholder
4	19487277	19532078	5	18751740	18793953	placeholder
3	13820501	13854005	3	177709602	177744725	placeholder
1	113180726	113251416	1	93387926	93463719	placeholder
3	136134953	136176735	3	57060298	57100436	placeholder
1	13757420	13812830	1	330078264	330132899	placeholder
1	323748761	323798676	1	301424785	301480618	placeholder
3	155404606	155520328	3	37623835	37762488	placeholder
4	61577987	61622891	5	60138176	60183824	placeholder
1	109788909	109814707	1	90100486	90125949	placeholder
5	39233154	39241767	4	38802019	38811153	placeholder
14	2568319	2597280	12	14408549	14436677	placeholder
7	51694396	51773957	7	48390773	48602918	placeholder
1	114668450	114696496	1	94831915	94861026	placeholder
6	56361559	56409865	6	41463786	41521124	placeholder
3	124278032	124301650	3	68867907	68894582	placeholder
12	20339340	20432523	11	19745505	19872870	placeholder
6	16945176	17070086	6	80030942	80147112	placeholder
12	2127838	2147551	11	2074800	2094669	placeholder
3	105944458	105994158	3	86964050	87009090	placeholder
4	12758044	12860455	5	12007933	12044202	placeholder
6	98994434	99039920	6	178570	224077	placeholder
3	101673636	101814059	3	91098236	91251041	placeholder
7	21934189	21984017	7	19934276	19983646	placeholder
1	257081025	257095445	1	235171561	235185984	placeholder
14	9817803	9859925	12	7207799	7233831	placeholder
6	62235133	62271068	6	35836345	35868989	placeholder
3	165722871	165823291	3	27187426	27294573	placeholder
8	44416689	44449583	8	43599798	43630602	placeholder
14	5001756	5071889	12	11972760	11999722	placeholder
1	98860299	98894814	1	79626015	79663023	placeholder
7	23607724	23671416	7	21579266	21641479	placeholder
3	11628522	11738446	3	179862140	179967249	placeholder
5	20901514	20947084	4	20696713	20737027	placeholder
2	200499394	200582071	2	61879023	61987918	placeholder
19	346734	353632	18	7687692	7741666	placeholder
8	25803465	25835695	8	25259099	25291402	placeholder
15	9309410	9354641	13	9228309	9272603	placeholder
1	11941280	11972529	1	328308086	328342092	placeholder
1	90344169	90441576	1	71226572	71317493	placeholder
1	25181596	25214292	1	6266016	6297981	placeholder
8	31454788	31462344	8	30919577	30927104	placeholder
2	79989101	80052621	2	175966752	176026066	placeholder
1	95107043	95180475	1	75984568	76068878	placeholder
2	155344224	155435561	2	104732737	104824899	placeholder
8	66913314	66941797	8	64307293	64339566	placeholder
2	52516907	52528520	2	203215822	203228174	placeholder
14	13558291	13599575	12	3593609	3636067	placeholder
1	300028831	300051069	1	278398208	278420580	placeholder
2	140628795	140681990	2	118583506	118633269	placeholder
5	87427724	87474421	4	85343299	85391595	placeholder
3	89622	98181	3	191399779	191408866	placeholder
1	40663527	40702694	1	21660340	21702522	placeholder
2	20104226	20162689	2	235312835	235382193	placeholder
2	172950529	173058112	2	87313602	87411785	placeholder
10	16367918	16376729	9	15335981	15345239	placeholder
2	242936708	242966346	2	19488019	19517287	placeholder
10	6036331	6087106	9	5883149	5932772	placeholder
16	1458758	1512663	15	11470950	11520425	placeholder
15	3512100	3519644	13	3486603	3493737	placeholder
3	183104886	183112716	3	9671223	9678232	placeholder
12	5881391	5931910	11	5823345	5873637	placeholder
5	50931435	50966316	4	50253271	50287921	placeholder
11	20986969	21142747	14	1910753	2054678	placeholder
13	3390946	3415351	10	8588320	8613364	placeholder
1	164602503	164652134	1	144271859	144314553	placeholder
6	95976941	96021746	6	3202385	3247526	placeholder
3	59490873	59533755	3	132220872	132264283	placeholder
5	30512808	30544920	4	30300689	30332089	placeholder
8	76924163	76973335	8	73941969	73983040	placeholder
8	38784572	38819842	8	38073035	38106216	placeholder
1	174334334	174508676	1	154097527	154262666	placeholder
12	3685720	3707009	11	3625724	3645254	placeholder
7	49393193	49559980	7	46478504	46624111	placeholder
7	20547078	20581194	7	18560313	18597521	placeholder
6	90419595	90554253	6	8592230	8743470	placeholder
1	115839301	115861107	1	96028426	96049545	placeholder
4	89764301	89805546	5	84709953	84750840	placeholder
16	7562846	7588990	15	5442113	5468439	placeholder
2	148262245	148349717	2	111402647	111483877	placeholder
5	24202809	24214412	4	23925823	23939097	placeholder
2	193955195	193997336	2	68443591	68486981	placeholder
1	130509289	130565585	1	110723400	110777692	placeholder
6	42088511	42109820	6	55475991	55498813	placeholder
14	8739736	8782728	12	8268580	8311951	placeholder
7	89495486	89513516	7	83784053	83802466	placeholder
1	21034332	21059657	1	2184939	2207041	placeholder
1	200826653	200868823	1	179722972	179764212	placeholder
1	130610177	130673335	1	110834129	110891459	placeholder
1	333579236	333628440	1	311248601	311296874	placeholder
8	28915151	28948715	8	28343679	28373731	placeholder
1	300734952	300763457	1	279150755	279178176	placeholder
6	27562791	27589588	6	69492847	69517741	placeholder
15	10891677	10907414	13	10771914	10787457	placeholder
1	89920934	89970006	1	70787017	70832770	placeholder
14	8534423	8555709	12	8490704	8510455	placeholder
4	22319448	22368926	5	21304579	21341969	placeholder
1	123425656	123603183	1	103699896	103872570	placeholder
13	11353677	11472934	10	16534183	16630978	placeholder
4	73178136	73372373	5	69918910	70135596	placeholder
2	190458598	190502516	2	71900635	71946078	placeholder
19	1735681	1814915	18	6301662	6378601	placeholder
1	294318319	294331890	1	272633741	272651368	placeholder
3	201472379	201503814	16	8240035	8263703	placeholder
1	140049299	140126528	1	120175422	120251110	placeholder
6	89861023	89911025	6	9228957	9274861	placeholder
13	435757	451231	10	5629822	5645531	placeholder
2	232767532	232786603	2	29662902	29682453	placeholder
1	130464757	130474262	1	110679544	110689028	placeholder
19	6134582	6155279	18	2035609	2055777	placeholder
16	3961097	3993406	15	8973134	9004305	placeholder
3	14648598	14678471	3	176890962	176920507	placeholder
15	678565	715507	13	652447	688169	placeholder
12	7948396	8059519	11	7898236	8007357	placeholder
1	299302832	299335169	1	277626781	277651936	placeholder
15	5191455	5400849	13	5153680	5362943	placeholder
3	56181601	56184787	3	135454721	135457910	placeholder
2	11302081	11313147	2	243960814	243971584	placeholder
3	183724567	183730970	3	9043353	9049741	placeholder
11	22717112	22731704	14	345572	365511	placeholder
4	10720246	10751018	5	9842024	9878583	placeholder
3	184776439	184786795	3	8021438	8031727	placeholder
16	4137511	4280573	15	8689356	8833049	placeholder
1	292575819	292667255	1	270837592	270933086	placeholder
3	59602784	59626835	3	132118338	132146984	placeholder
5	55718750	55721930	4	54986336	54989516	placeholder
3	59049955	59059932	3	132680763	132696800	placeholder
13	2218249	2238089	10	7396270	7416985	placeholder
1	267928775	267953202	1	246136882	246161895	placeholder
2	229844903	230056863	2	32370375	32584707	placeholder
2	101041721	101072046	2	156858843	156890159	placeholder
13	8726782	8758868	10	13915391	13948321	placeholder
4	81860935	81884704	5	77164104	77182422	placeholder
14	8178794	8200375	12	8839024	8857841	placeholder
2	220716134	220813398	2	41615171	41715103	placeholder
5	32351975	32382292	4	32092189	32123613	placeholder
2	155798704	155864653	2	104307028	104378485	placeholder
6	10677155	10854898	6	85929008	86094849	placeholder
1	335909821	335912974	1	313521856	313525009	placeholder
7	9117484	9211114	7	7355993	7447688	placeholder
8	29579720	29600157	8	29014803	29035381	placeholder
1	40986552	41040908	1	22002895	22053643	placeholder
8	9406373	9455867	8	9016504	9065830	placeholder
4	42642534	42727973	5	41375074	41460817	placeholder
6	45536726	45556253	6	52091568	52111055	placeholder
1	22987767	23018835	1	4069193	4095414	placeholder
5	32435312	32450522	4	32179466	32196715	placeholder
1	223755001	223848508	1	202388982	202474043	placeholder
1	79303073	79306214	1	60208128	60211266	placeholder
5	120687296	120757748	4	118144543	118196570	placeholder
16	5628984	5701990	15	7283705	7354552	placeholder
4	27691706	27825097	5	26711613	26845279	placeholder
2	234696683	234772079	2	27685040	27760925	placeholder
19	4515649	4538096	18	3613960	3635267	placeholder
2	156133189	156173887	2	103989028	104030291	placeholder
1	166537207	166605735	1	146213437	146301449	placeholder
1	274602106	274619816	1	252680772	252700863	placeholder
1	300181577	300298183	1	278562781	278671297	placeholder
8	30578286	30690404	8	30000929	30132141	placeholder
7	84389438	84550855	7	78673034	78844163	placeholder
2	155621514	155667898	2	104505189	104554494	placeholder
7	22029157	22058718	7	20029604	20058801	placeholder
1	10971505	11035747	1	327366740	327393689	placeholder
8	39044291	39111508	8	38305454	38361653	placeholder
3	169179173	169208448	3	23778818	23809314	placeholder
5	97053634	97078659	4	94639706	94664976	placeholder
3	159004280	159030514	3	34026959	34047737	placeholder
17	9279253	9292979	19	1577761	1591205	placeholder
6	42975125	43002411	6	54576704	54604373	placeholder
2	207561962	207615795	2	54868406	54928204	placeholder
1	155509294	155557402	1	135521903	135568771	placeholder
3	137659573	137686690	3	55596806	55628410	placeholder
13	1397056	1423940	10	6576859	6603706	placeholder
3	103681867	103718112	3	89268836	89306370	placeholder
15	15609965	15621999	13	15380273	15391936	placeholder
5	112851631	112854727	4	110360449	110363545	placeholder
1	109087253	109116937	1	89428479	89460540	placeholder
1	215471967	215499371	1	194125881	194155238	placeholder
14	578422	613969	12	16380961	16417663	placeholder
7	30407939	30452883	7	28149699	28196178	placeholder
7	24099156	24171613	7	22053655	22125141	placeholder
1	176642749	176698074	1	156391080	156451624	placeholder
