Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
3	52982617	52986250	3	157642299	157645932	46039f
13	390293	420483	12	22065285	22112365	ed7953
1	135477797	135520808	1	143359926	143403102	0d0887
5	86517313	86569499	5	37608959	37637154	7201a8
3	34738913	34747905	3	177950447	177959180	46039f
15	1336079	1354237	14	3110385	3136647	fb9f3a
6	42747753	42832878	6	59141157	59228724	8808a6
6	48970621	49005507	6	52587604	52623602	8808a6
1	337986849	338039904	1	359710267	359749026	0d0887
4	84333065	84462595	4	86061094	86199642	5c01a6
14	4661495	4685591	15	12446839	12468926	f58b47
1	331136396	331210844	1	354230386	354303183	0d0887
6	10988868	11055278	6	92994655	93070273	8808a6
3	70184883	70231912	3	139107105	139158553	46039f
8	44586934	44675788	8	32057019	32247881	ad2793
6	93129308	93183623	6	6918966	6962941	8808a6
7	75934480	75979747	7	74325944	74371524	9c179e
1	142742239	142855468	1	150950280	151049229	0d0887
1	277887252	277932505	1	296136685	296172832	0d0887
2	160533564	160681251	2	169533779	169686074	2e0595
1	183698300	183978040	1	195309010	195610253	0d0887
1	291813352	291889328	1	311515748	311591570	0d0887
1	154693946	154798106	1	163533373	163566835	0d0887
2	189233669	189514460	2	201068734	201374153	2e0595
8	23358941	23390731	8	56327712	56357287	ad2793
1	42905937	42946244	1	43944510	43986023	0d0887
2	98330260	98352873	2	100348045	100373807	2e0595
1	27644084	27661116	1	27461147	27484376	0d0887
1	200561649	200596682	1	214169952	214207125	0d0887
1	330850821	330895787	1	353945686	353982204	0d0887
1	266503929	266547698	1	284064027	284109875	0d0887
5	55628572	55661714	5	67758067	67796248	7201a8
7	62911398	62963516	7	62502556	62590703	9c179e
6	89930570	89980070	6	9932464	9971824	8808a6
5	40154817	40229061	5	83847936	83927244	7201a8
7	75905235	75908736	7	74297003	74300501	9c179e
14	6269487	6298685	15	10917893	10946961	f58b47
3	105745030	105797379	3	106493100	106553549	46039f
3	152980872	153007086	3	51457842	51479989	46039f
5	31395215	31420786	5	92919922	92942984	7201a8
2	157084301	157111087	2	165182918	165215010	2e0595
15	16934840	17038921	14	20446889	20479753	fb9f3a
8	6900984	7043115	8	72550564	72676950	ad2793
1	216257284	216305951	1	230711830	230738741	0d0887
1	294083175	294103082	1	314078758	314099884	0d0887
11	21320332	21342767	10	1553976	1572486	d8576b
11	15261459	15294596	10	7275575	7309671	d8576b
5	45901162	45904639	5	77710019	77713496	7201a8
2	182360134	182389908	2	193460666	193493258	2e0595
2	66899867	66927113	2	69664566	69694978	2e0595
4	131357993	131385499	4	132729481	132807158	5c01a6
1	100421757	100464644	1	106395395	106453011	0d0887
4	19487277	19532078	4	19366520	19401508	5c01a6
3	13820501	13854005	3	200789165	200823134	46039f
1	113180726	113251416	1	119359078	119426988	0d0887
3	136134953	136176735	3	69534886	69577192	46039f
1	13757420	13812830	1	12674190	12733812	0d0887
1	323748761	323798676	1	345888042	345942516	0d0887
3	155404606	155520328	3	48537045	48657718	46039f
4	61577987	61622891	4	66123420	66168267	5c01a6
1	109788909	109814707	1	116030191	116055692	0d0887
5	39233154	39241767	5	84666454	84675156	7201a8
7	168010	169810	7	198834	200585	9c179e
14	2568319	2597280	15	14353486	14378982	f58b47
7	51694396	51773957	7	50697484	50759892	9c179e
1	114668450	114696496	1	120973298	121004352	0d0887
6	56361559	56409865	6	44782049	44824752	8808a6
3	124278032	124301650	3	82734716	82763694	46039f
12	20339340	20432523	13	83058	247971	e3685f
6	16945176	17070086	6	86874301	87009974	8808a6
12	2127838	2147551	13	18800061	18821078	e3685f
3	105944458	105994158	3	106262208	106313283	46039f
4	12758044	12860455	4	11931038	11971286	5c01a6
6	98994434	99039920	6	261430	297208	8808a6
3	101673636	101814059	3	110718590	110870087	46039f
7	21934189	21984017	7	21242393	21301360	9c179e
1	257081025	257095445	1	274264738	274280388	0d0887
14	9817803	9859925	15	7296213	7320342	f58b47
6	62235133	62271068	6	38890350	38922991	8808a6
3	165722871	165823291	3	37450796	37547028	46039f
8	44416689	44449583	8	32401017	32438873	ad2793
14	5001756	5071889	15	12100024	12192091	f58b47
1	98860299	98894814	1	104747727	104782725	0d0887
7	23607724	23671416	7	23103861	23174664	9c179e
3	11628522	11738446	3	203042786	203153500	46039f
5	20901514	20947084	5	104040921	104086202	7201a8
2	200499394	200582071	2	258377771	258469294	2e0595
19	346734	353632	19	7854610	7884606	f0f921
8	25803465	25835695	8	53527313	53562475	ad2793
15	9309410	9354641	14	13718171	13753994	fb9f3a
1	11941280	11972529	1	10836447	10862633	0d0887
1	90344169	90441576	1	95746462	95851921	0d0887
1	25181596	25214292	1	24835170	24865140	0d0887
8	31454788	31462344	8	47308878	47317465	ad2793
2	79989101	80052621	2	83115638	83169428	2e0595
1	95107043	95180475	1	100844053	100933200	0d0887
2	155344224	155435561	2	163427817	163526920	2e0595
8	66913314	66941797	8	10808821	10841168	ad2793
2	52516907	52528520	2	54246007	54257687	2e0595
14	13558291	13599575	15	3485780	3530148	f58b47
1	300028831	300051069	1	320718332	320740284	0d0887
2	140628795	140681990	2	147357339	147405383	2e0595
5	87427724	87474421	5	36692212	36739614	7201a8
3	89622	98181	3	214083643	214092553	46039f
1	40663527	40702694	1	41536946	41593405	0d0887
2	20104226	20162689	2	18401262	18464497	2e0595
2	172950529	173058112	2	183306203	183397593	2e0595
10	16367918	16376729	11	16286413	16296136	cc4778
2	242936708	242966346	2	252655576	252681652	2e0595
10	6036331	6087106	11	8923556	8970520	cc4778
16	1458758	1512663	16	11861480	11909058	fdb42f
15	3512100	3519644	14	7060410	7072278	fb9f3a
3	183104886	183112716	3	19164781	19170740	46039f
12	5881391	5931910	13	14736725	14789967	e3685f
5	50931435	50966316	5	72336405	72373158	7201a8
11	20986969	21142747	10	1739319	1868337	d8576b
13	3390946	3415351	12	15856919	15888012	ed7953
1	164602503	164652134	1	173738541	173806994	0d0887
6	95976941	96021746	6	3618660	3677055	8808a6
3	59490873	59533755	3	150554502	150595412	46039f
5	30512808	30544920	5	93800664	93837377	7201a8
8	76924163	76973335	8	1710586	1749627	ad2793
8	38784572	38819842	8	38905037	38941615	ad2793
1	174334334	174508676	1	185990374	186260069	0d0887
12	3685720	3707009	13	17153088	17173483	e3685f
7	49393193	49559980	7	49305898	49410244	9c179e
7	20547078	20581194	7	19747780	19782166	9c179e
6	90419595	90554253	6	9295264	9415091	8808a6
1	115839301	115861107	1	122240847	122265741	0d0887
4	89764301	89805546	4	93893980	93939959	5c01a6
16	7562846	7588990	16	5506006	5533876	fdb42f
2	148262245	148349717	2	155690900	155786306	2e0595
5	24202809	24214412	5	100536165	100551584	7201a8
2	193955195	193997336	2	206137964	206176370	2e0595
1	130509289	130565585	1	137921386	137978869	0d0887
6	42088511	42109820	6	59910967	59930126	8808a6
14	8739736	8782728	15	8371075	8409342	f58b47
7	89495486	89513516	7	87459439	87480094	9c179e
1	21034332	21059657	1	20246843	20262849	0d0887
1	200826653	200868823	1	214380260	214426479	0d0887
1	130610177	130673335	1	138028026	138087554	0d0887
1	333579236	333628440	1	355969734	356019276	0d0887
8	28915151	28948715	8	50122969	50163158	ad2793
1	300734952	300763457	1	321487686	321523314	0d0887
6	27562791	27589588	6	75484654	75519578	8808a6
15	10891677	10907414	14	15119877	15134767	fb9f3a
1	89920934	89970006	1	95304386	95355024	0d0887
14	8534423	8555709	15	8605852	8628241	f58b47
4	22319448	22368926	4	22715674	22757485	5c01a6
1	123425656	123603183	1	130460888	130650166	0d0887
13	11353677	11472934	12	6582869	6668448	ed7953
4	73178136	73372373	4	77868890	78240121	5c01a6
2	190458598	190502516	2	202407370	202463257	2e0595
19	1735681	1814915	19	6627787	6640646	f0f921
1	294318319	294331890	1	314309355	314323220	0d0887
3	201472379	201503814	3	1214051	1236845	46039f
1	140049299	140126528	1	147902487	148109512	0d0887
6	89861023	89911025	6	10005498	10055130	8808a6
13	435757	451231	12	22000124	22024428	ed7953
2	232767532	232786603	2	241800095	241815474	2e0595
19	6134582	6155279	19	3010034	3028016	f0f921
16	3961097	3993406	16	9260627	9292168	fdb42f
3	14648598	14678471	3	199912855	199945137	46039f
15	678565	715507	14	1481548	1589944	fb9f3a
12	7948396	8059519	13	12386696	12498282	e3685f
1	299302832	299335169	1	319958243	319984238	0d0887
15	5191455	5400849	14	9370961	9618079	fb9f3a
3	56181601	56184787	3	154014088	154017274	46039f
2	11302081	11313147	2	9233084	9242853	2e0595
3	183724567	183730970	3	18513684	18520322	46039f
11	22717112	22731704	10	325216	343889	d8576b
4	10720246	10751018	4	9609060	9645180	5c01a6
3	184776439	184786795	3	17337183	17352553	46039f
16	4137511	4280573	16	8988796	9123317	fdb42f
1	292575819	292667255	1	312357306	312466023	0d0887
3	59602784	59626835	3	150455837	150485762	46039f
5	55718750	55721930	5	67688762	67691945	7201a8
3	59049955	59059932	3	151049143	151060280	46039f
13	2218249	2238089	12	17767674	17820625	ed7953
1	267928775	267953202	1	285605500	285632333	0d0887
2	229844903	230056863	2	238589019	238793455	2e0595
2	101041721	101072046	2	103134438	103180347	2e0595
13	8726782	8758868	12	9285346	9317117	ed7953
4	81860935	81884704	4	88467488	88492186	5c01a6
14	8178794	8200375	15	8946624	8965049	f58b47
2	220716134	220813398	2	228357269	228469321	2e0595
5	32351975	32382292	5	91929356	91961307	7201a8
2	155798704	155864653	2	163891611	163957041	2e0595
6	10677155	10854898	6	93212574	93384807	8808a6
1	335909821	335912974	1	358061372	358064525	0d0887
7	9117484	9211114	7	7858920	7949787	9c179e
8	29579720	29600157	8	49394279	49410801	ad2793
1	40986552	41040908	1	41899793	41967777	0d0887
8	9406373	9455867	8	70202825	70247726	ad2793
4	42642534	42727973	4	45487996	45572593	5c01a6
6	45536726	45556253	6	56210539	56232980	8808a6
1	22987767	23018835	1	22345913	22376334	0d0887
5	32435312	32450522	5	91856953	91872449	7201a8
1	223755001	223848508	1	238776421	238864270	0d0887
1	79303073	79306214	1	83911566	83914704	0d0887
5	120687296	120757748	5	1941196	1992648	7201a8
16	5628984	5701990	16	7478241	7548571	fdb42f
4	27691706	27825097	4	28564259	28709444	5c01a6
2	234696683	234772079	2	243899320	243989682	2e0595
19	4515649	4538096	19	4388942	4411418	f0f921
2	156133189	156173887	2	164251476	164299094	2e0595
1	166537207	166605735	1	175992189	176065484	0d0887
1	274602106	274619816	1	292623758	292640120	0d0887
1	300181577	300298183	1	320901640	320993090	0d0887
8	30578286	30690404	8	48131526	48267201	ad2793
7	84389438	84550855	7	82698406	82851842	9c179e
2	155621514	155667898	2	163709454	163761345	2e0595
7	22029157	22058718	7	21350866	21378019	9c179e
1	10971505	11035747	1	9426511	9478895	0d0887
8	39044291	39111508	8	38637173	38704926	ad2793
3	169179173	169208448	3	33774156	33815812	46039f
5	97053634	97078659	5	25994424	26019662	7201a8
3	159004280	159030514	3	44773891	44793434	46039f
17	9279253	9292979	17	1777820	1791708	fdca26
6	42975125	43002411	6	58934910	58970513	8808a6
2	207561962	207615795	2	214306711	214368484	2e0595
1	155509294	155557402	1	164208964	164261383	0d0887
3	137659573	137686690	3	68055209	68085937	46039f
13	1397056	1423940	12	19560603	19602661	ed7953
3	103681867	103718112	3	108864577	108907018	46039f
15	15609965	15621999	14	19214956	19223933	fb9f3a
5	112851631	112854727	5	9297230	9300326	7201a8
1	109087253	109116937	1	115316379	115349925	0d0887
1	215471967	215499371	1	229768402	229800442	0d0887
14	578422	613969	15	16345882	16389561	f58b47
7	30407939	30452883	7	30576807	30622651	9c179e
7	24099156	24171613	7	23605955	23693120	9c179e
