Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
1	286115006	286261800	1	296950573	297092990	0d0887
8	74273556	74304933	8	77316261	77356177	ad2793
1	116303632	116347770	1	121479548	121526445	0d0887
14	6397046	6421387	14	13350987	13390234	f58b47
13	474334	546105	11	24727585	24767641	ed7953
1	339620078	339678289	4	150374298	150408739	0d0887
2	199267891	199304830	2	85774198	85810991	2e0595
1	340401255	340412468	4	149773571	149785226	0d0887
14	8248162	8293241	14	10895371	10948624	f58b47
1	13668449	13726046	1	16795592	16853159	0d0887
3	152339458	152404353	3	161519406	161597583	46039f
5	8042920	8068159	5	7206493	7229240	7201a8
2	133124550	133156532	2	147516826	147543660	2e0595
12	4882637	4944016	12	19551676	19592079	e3685f
14	9854934	9888403	14	8839403	8877178	f58b47
7	16305383	16355037	7	74071768	74123020	9c179e
3	114830030	114916385	3	122218585	122309283	46039f
5	109376910	109521772	5	112808318	112969081	7201a8
1	255446735	255500403	1	265598673	265655008	0d0887
1	268763022	268834137	1	279406994	279481365	0d0887
2	206213535	206273600	2	78856687	78908714	2e0595
8	60638174	60798671	8	62260090	62376938	ad2793
5	36410076	36467420	5	36941896	37002656	7201a8
1	71525710	71607930	1	76538851	76618013	0d0887
1	62339399	62392219	1	67362558	67409238	0d0887
7	52747782	52867614	7	42067677	42131296	9c179e
1	272654955	272721331	1	283352410	283415810	0d0887
1	166157898	166199410	1	172152362	172200822	0d0887
6	31417461	31463732	6	72570608	72612532	8808a6
17	9549693	9575015	17	2161087	2200393	fdca26
3	152262743	152301892	3	161428720	161472673	46039f
1	64641729	64776176	1	69717297	69846432	0d0887
1	332636091	332794298	1	345979432	346120386	0d0887
19	241781	256145	18	274484	286389	f0f921
2	11596379	11609758	2	2712651	2727578	2e0595
3	49301918	49375407	3	53487458	53575293	46039f
3	142593126	142633794	3	151353470	151394289	46039f
3	66422137	66495018	3	71406449	71482617	46039f
5	70801597	70858812	5	81271844	81300202	7201a8
17	4936784	5003635	17	8113849	8123942	fdca26
1	238870745	238912380	1	248795912	248869053	0d0887
15	1857484	1871877	13	16296347	16327711	fb9f3a
5	50690613	50767089	5	50950611	51030498	7201a8
3	180826430	180940954	3	191133863	191255477	46039f
1	176836776	176918133	1	187395273	187476572	0d0887
3	123249956	123295873	3	131177869	131227804	46039f
5	67763398	67802533	5	78527098	78570859	7201a8
3	39113724	39157371	3	43179099	43228495	46039f
1	53694873	53742432	1	58521947	58569373	0d0887
5	51303523	51358748	5	51568549	51615581	7201a8
1	262199614	262249198	1	272511618	272558358	0d0887
5	91215382	91237293	5	94061945	94089164	7201a8
14	220670	238661	14	21210400	21228579	f58b47
16	1772462	1839689	15	1379184	1427530	fdb42f
2	95579626	95619839	2	194314360	194351550	2e0595
3	130717001	130760659	3	139036861	139084876	46039f
4	90938011	90962116	4	99056032	99091581	5c01a6
5	5528377	5604304	5	4667911	4720365	7201a8
6	69893270	69897716	6	35679499	35683927	8808a6
1	288140427	288174228	1	298936442	298976332	0d0887
8	66446636	66703663	8	68288553	68598972	ad2793
15	11631271	11661660	13	6221328	6256320	fb9f3a
8	25544782	25586932	8	26910062	26950562	ad2793
1	257459716	257510039	1	267684287	267730665	0d0887
6	43290076	43341584	6	61186995	61234614	8808a6
16	6745275	6768804	15	7872426	7911881	fdb42f
2	31532027	31598392	2	257837945	257898321	2e0595
7	65935264	66036415	7	27784816	27888130	9c179e
10	5047427	5106248	10	20401812	20436729	cc4778
11	22591404	22598268	9	9059284	9065712	d8576b
1	55155058	55168832	1	60058458	60072698	0d0887
8	76739548	76786316	8	80181964	80236920	ad2793
1	221445330	221488744	1	231244989	231289529	0d0887
1	277656680	277685325	1	288382372	288408877	0d0887
5	122421188	122467925	5	126997924	127032652	7201a8
3	169968203	170016443	3	179577029	179626587	46039f
2	203692098	203727305	2	81457130	81493620	2e0595
1	159387198	159481033	1	165436526	165535644	0d0887
2	243252377	243294448	2	40502868	40542564	2e0595
7	88174371	88409672	7	5708337	5970635	9c179e
2	194020657	194049214	2	91033866	91065942	2e0595
12	8498031	8517940	12	14676690	14703598	e3685f
11	17532655	17569365	9	2944620	3007206	d8576b
7	56448764	56508055	7	38323646	38401353	9c179e
4	87252174	87311993	4	95295627	95361208	5c01a6
17	3356830	3388473	17	9733078	9778384	fdca26
5	26598873	26708861	5	27421487	27526901	7201a8
1	296534198	296569541	1	307363767	307408113	0d0887
7	37143476	37191008	7	53096912	53151612	9c179e
3	33815248	33870085	3	37595484	37649819	46039f
14	4705538	4723856	14	15569522	15592396	f58b47
4	5290407	5335474	4	4546286	4598299	5c01a6
1	260910412	260955704	1	271301751	271353080	0d0887
1	212036948	212125948	1	221601270	221673083	0d0887
3	63498087	63531695	3	68414864	68443565	46039f
1	222821071	222886448	1	232706966	232791332	0d0887
2	235291097	235552557	2	49031630	49298779	2e0595
13	18053883	18076417	11	742722	767005	ed7953
6	37761343	37834443	6	66391506	66465645	8808a6
15	14152287	14166274	13	8639406	8650258	fb9f3a
1	137800680	137829527	1	143564581	143601918	0d0887
1	64357789	64413404	1	69389187	69444217	0d0887
13	18324394	18342253	11	479823	498184	ed7953
2	9338111	9358535	2	424127	444921	2e0595
1	170590766	170751966	1	176631001	176826458	0d0887
1	114341305	114376522	1	119452289	119487611	0d0887
2	69157800	69205702	2	219908404	219955523	2e0595
1	59090684	59137284	1	64121422	64160459	0d0887
2	203790679	203816443	2	81353319	81381143	2e0595
1	323234194	323353163	1	335060665	335191530	0d0887
8	36952098	36993073	8	37727208	37764455	ad2793
10	6545356	6594373	10	18629333	18686918	cc4778
5	58731851	58784444	5	60455680	60564580	7201a8
7	14501130	14527304	7	76103843	76129017	9c179e
3	7944295	8038861	3	8223314	8345769	46039f
1	226703011	226743012	1	236654320	236694251	0d0887
1	92879617	92922599	1	98030444	98072331	0d0887
2	199901084	199946125	2	85127715	85170057	2e0595
1	62899545	62916979	1	67931820	67951160	0d0887
7	65511714	65600287	7	28226444	28320465	9c179e
2	97487021	97514881	2	192398636	192422301	2e0595
2	141510596	141569048	2	144432240	144490066	2e0595
1	296633681	296728182	1	307475321	307576241	0d0887
3	120154147	120199347	3	127826700	127870089	46039f
1	299037803	299126962	1	309921293	310008450	0d0887
16	5011379	5053912	15	5488930	5541175	fdb42f
1	179138712	179176680	1	189306727	189337107	0d0887
14	7308527	7343068	14	12123173	12167050	f58b47
4	51608750	51641624	4	55809018	55862049	5c01a6
15	1899943	2021609	13	16426408	16657793	fb9f3a
2	190077598	190154079	2	94994671	95073020	2e0595
2	155294036	155338081	2	130643512	130691020	2e0595
1	211828633	211922561	1	221394667	221491119	0d0887
1	256613682	256721885	1	266811449	266930924	0d0887
15	7337377	7389348	13	1572690	1647314	fb9f3a
1	249005722	249048972	1	259193774	259247863	0d0887
2	148811305	149196028	2	136502380	136922266	2e0595
1	225929935	225969758	1	235853883	235891307	0d0887
2	67452584	67521925	2	221639987	221660056	2e0595
8	74792764	74835711	8	77986531	78034243	ad2793
1	164234628	164261118	1	170138149	170156753	0d0887
11	15300587	15321220	9	32280385	32309125	d8576b
14	7214832	7264790	14	12229971	12289466	f58b47
3	71242012	71354018	3	76884749	76997292	46039f
8	67712144	67766246	8	69490020	69558252	ad2793
1	146563261	146611757	1	152256523	152294530	0d0887
19	5532872	5559813	18	5342185	5371798	f0f921
1	65842572	65871978	1	70921251	70953961	0d0887
5	100158559	100311027	5	102588470	102759981	7201a8
3	44699290	44918746	3	48868274	49101120	46039f
1	116607547	116631639	1	121805657	121831387	0d0887
5	23250637	23350957	5	23993703	24110352	7201a8
1	302623759	302655942	1	313497508	313522692	0d0887
1	17650518	17720537	1	21285234	21358826	0d0887
14	719665	740263	14	20689934	20711660	f58b47
4	23612693	23640751	4	24143028	24180797	5c01a6
1	26592420	26654162	1	31127306	31189301	0d0887
2	190353589	190376469	2	94759813	94784785	2e0595
3	147386754	147437623	3	156459177	156510808	46039f
7	31115328	31158679	7	58575574	58592024	9c179e
11	11963727	12054570	9	27678407	27777080	d8576b
2	182712477	182757954	2	102396492	102443247	2e0595
15	3377859	3431258	13	19381160	19473567	fb9f3a
3	58309119	58314897	3	63034219	63040068	46039f
1	269844171	269908809	1	280537648	280594451	0d0887
19	4629440	4672443	18	6440033	6497779	f0f921
6	36540287	36567047	6	67627940	67651044	8808a6
1	259388280	259411447	1	269692939	269721790	0d0887
2	199769794	199872773	2	85193857	85284934	2e0595
13	13059948	13078794	11	5773161	5794256	ed7953
15	6517800	6546048	13	529793	559749	fb9f3a
6	43150111	43198579	6	61322534	61374242	8808a6
4	84273448	84317475	4	92689456	92729610	5c01a6
4	20123778	20131399	4	20497695	20505015	5c01a6
6	45583401	45606589	6	59020055	59044377	8808a6
1	284215054	284224877	1	295045236	295053602	0d0887
15	16761366	16777795	13	11328185	11345373	fb9f3a
15	11707112	11727607	13	6306964	6327163	fb9f3a
6	22656842	22694996	6	81654275	81694413	8808a6
18	9160510	9165550	16	614278	620777	f8e125
3	161020942	161073502	3	170389469	170448506	46039f
3	45471755	45503488	3	49686488	49712374	46039f
19	6412945	6477042	18	8913163	8995514	f0f921
8	48589652	48660041	8	48728120	48783858	ad2793
6	52093880	52121137	6	52704755	52728604	8808a6
3	56826965	56898702	3	61457772	61518852	46039f
1	285975811	286023115	1	296836518	296882594	0d0887
3	177449269	177543844	3	187457417	187568452	46039f
6	42554280	42646994	6	61885656	61974147	8808a6
4	90968442	90998753	4	99100235	99133196	5c01a6
1	270442240	270521068	1	281176560	281255546	0d0887
6	37963864	37993682	6	66235113	66265031	8808a6
13	3419802	3466320	11	17845172	17924452	ed7953
5	99248350	99300338	5	101690638	101752211	7201a8
1	114613967	114655901	1	119711141	119750403	0d0887
1	326092131	326181486	1	338392058	338498406	0d0887
3	91976442	92185402	3	100026115	100131000	46039f
5	86572881	86627955	5	90161201	90199408	7201a8
2	176341799	176368796	2	108912901	108941210	2e0595
1	250866748	250943357	1	261023388	261098011	0d0887
6	254736	281183	6	105375558	105398773	8808a6
3	136578647	136663095	3	145025316	145112774	46039f
5	57009854	57040207	5	57532671	57560460	7201a8
1	65894818	65952585	1	70976667	71029525	0d0887
3	165989207	166012035	3	175573025	175600364	46039f
3	62739178	62843728	3	67618942	67736046	46039f
4	78522802	78869637	4	88258140	88387764	5c01a6
5	122762927	122769705	5	127415688	127423231	7201a8
8	38897809	38919812	8	39588852	39614582	ad2793
3	9518619	9636007	3	10306204	10428597	46039f
4	22196146	22239206	4	22758919	22794071	5c01a6
13	12106485	12265297	11	6493163	6666948	ed7953
8	24695495	24718111	8	26077169	26096427	ad2793
1	157045668	157107335	1	163075302	163136104	0d0887
4	131285596	131325384	4	145874333	145919411	5c01a6
18	1007273	1053613	16	12810214	12867110	f8e125
12	15740445	15919202	12	5432353	5541017	e3685f
7	21399659	21476818	7	68295276	68387533	9c179e
3	42347327	42398999	3	46408884	46458867	46039f
2	228443966	228530724	2	56427068	56532471	2e0595
3	52982617	52986250	3	57394130	57397763	46039f
13	390293	420483	11	24972854	25013012	ed7953
1	135477797	135520808	1	141260111	141305621	0d0887
5	86517313	86569499	5	90136594	90158944	7201a8
3	34738913	34747905	3	38547754	38557164	46039f
15	1336079	1354237	13	12213180	12321682	fb9f3a
6	42747753	42832878	6	61683772	61766433	8808a6
6	48970621	49005507	6	55670486	55706885	8808a6
1	337986849	338039904	1	351354263	351408054	0d0887
4	84333065	84462595	4	92742587	92855976	5c01a6
14	4661495	4685591	14	15612435	15642476	f58b47
1	331136396	331210844	1	344314372	344389872	0d0887
6	10988868	11055278	6	94581306	94640597	8808a6
3	70184883	70231912	3	75788270	75837472	46039f
8	44586934	44675788	8	45070038	45227019	ad2793
6	93129308	93183623	6	9341389	9380379	8808a6
7	75934480	75979747	7	20448169	20484082	9c179e
1	142742239	142855468	1	148537947	148637588	0d0887
1	277887252	277932505	1	288616179	288654030	0d0887
2	160533564	160681251	2	125166385	125310880	2e0595
1	183698300	183978040	1	192906613	193178343	0d0887
1	291813352	291889328	1	302605029	302676491	0d0887
1	154693946	154798106	1	160655064	160692805	0d0887
2	189233669	189514460	2	95652826	95929838	2e0595
8	23358941	23390731	8	24663531	24689566	ad2793
1	42905937	42946244	1	47806429	47844962	0d0887
2	98330260	98352873	2	191588672	191609781	2e0595
1	27644084	27661116	1	32206773	32225472	0d0887
1	200561649	200596682	1	210335541	210363618	0d0887
1	330850821	330895787	1	344002050	344050276	0d0887
1	266503929	266547698	1	277031921	277074155	0d0887
5	55628572	55661714	5	56028118	56056703	7201a8
7	62911398	62963516	7	31882346	31936505	9c179e
6	89930570	89980070	6	5694353	5733808	8808a6
5	40154817	40229061	5	40631010	40719524	7201a8
7	75905235	75908736	7	20504034	20507535	9c179e
14	6269487	6298685	14	13530175	13566445	f58b47
3	105745030	105797379	3	113327271	113387931	46039f
3	152980872	153007086	3	162177567	162204655	46039f
5	31395215	31420786	5	32222829	32243363	7201a8
2	157084301	157111087	2	128947637	128974560	2e0595
15	16934840	17038921	13	11470875	11513650	fb9f3a
8	6900984	7043115	8	6923812	7054469	ad2793
1	216257284	216305951	1	225971268	226004718	0d0887
1	294083175	294103082	1	304942694	304966951	0d0887
11	21320332	21342767	9	7908346	7929835	d8576b
11	15261459	15294596	9	32224847	32271452	d8576b
5	45901162	45904639	5	46350911	46354394	7201a8
2	182360134	182389908	2	102774154	102809016	2e0595
2	66899867	66927113	2	222223851	222252060	2e0595
4	131357993	131385499	4	145969158	146027776	5c01a6
1	100421757	100464644	1	105425388	105477555	0d0887
4	19487277	19532078	4	19874344	19900180	5c01a6
3	13820501	13854005	3	15447143	15487020	46039f
1	113180726	113251416	1	118337580	118406058	0d0887
3	136134953	136176735	3	144629137	144683266	46039f
1	13757420	13812830	1	16893184	16944046	0d0887
1	323748761	323798676	1	335631810	335678887	0d0887
3	155404606	155520328	3	164792189	164924681	46039f
4	61577987	61622891	4	77389094	77444978	5c01a6
1	109788909	109814707	1	114982893	115008645	0d0887
5	39233154	39241767	5	39874889	39884144	7201a8
7	168010	169810	7	91014506	91016233	9c179e
14	2568319	2597280	14	18374169	18415406	f58b47
7	51694396	51773957	7	42371955	42484935	9c179e
1	114668450	114696496	1	119764146	119794026	0d0887
6	56361559	56409865	6	48601699	48641869	8808a6
3	124278032	124301650	3	132244474	132266515	46039f
12	20339340	20432523	12	196991	272553	e3685f
6	16945176	17070086	6	87841858	87976711	8808a6
12	2127838	2147551	12	23062455	23093065	e3685f
3	105944458	105994158	3	113521489	113568652	46039f
4	12758044	12860455	4	12582509	12632976	5c01a6
6	98994434	99039920	6	10315440	10392809	8808a6
3	101673636	101814059	3	109083386	109227501	46039f
7	21934189	21984017	7	67722839	67787623	9c179e
1	257081025	257095445	1	267311655	267326223	0d0887
14	9817803	9859925	14	8886488	8917666	f58b47
6	62235133	62271068	6	43041002	43067992	8808a6
3	165722871	165823291	3	175264502	175386825	46039f
8	44416689	44449583	8	44907750	44942001	ad2793
14	5001756	5071889	14	15169267	15203258	f58b47
1	98860299	98894814	1	103837877	103871835	0d0887
7	23607724	23671416	7	65837746	65913288	9c179e
3	11628522	11738446	3	12798940	12915439	46039f
5	20901514	20947084	5	21403526	21448612	7201a8
2	200499394	200582071	2	84515304	84581847	2e0595
19	346734	353632	18	355866	367251	f0f921
8	25803465	25835695	8	27174629	27215478	ad2793
15	9309410	9354641	13	3867546	3915263	fb9f3a
1	11941280	11972529	1	14854063	14901214	0d0887
1	90344169	90441576	1	95431502	95532522	0d0887
1	25181596	25214292	1	29601620	29633411	0d0887
8	31454788	31462344	8	32756192	32764128	ad2793
2	79989101	80052621	2	209108822	209159693	2e0595
1	95107043	95180475	1	100125466	100200096	0d0887
2	155344224	155435561	2	130528741	130637326	2e0595
8	66913314	66941797	8	68826629	68856560	ad2793
2	52516907	52528520	2	236755251	236768446	2e0595
14	13558291	13599575	14	4134024	4181777	f58b47
1	300028831	300051069	1	310907842	310931129	0d0887
2	140628795	140681990	2	145336576	145396703	2e0595
5	87427724	87474421	5	90741325	90769535	7201a8
3	89622	98181	3	41672	50621	46039f
1	40663527	40702694	1	45306382	45348377	0d0887
2	20104226	20162689	2	270474301	270540898	2e0595
2	172950529	173058112	2	112362388	112464218	2e0595
10	16367918	16376729	10	10338511	10348726	cc4778
2	242936708	242966346	2	40851336	40876945	2e0595
10	6036331	6087106	10	19211667	19270940	cc4778
16	1458758	1512663	15	1039482	1086736	fdb42f
15	3512100	3519644	13	19643916	19656734	fb9f3a
3	183104886	183112716	3	193521320	193529078	46039f
12	5881391	5931910	12	18208740	18269513	e3685f
5	50931435	50966316	5	51189854	51232388	7201a8
11	20986969	21142747	9	7522598	7705064	d8576b
13	3390946	3415351	11	17938015	17992125	ed7953
1	164602503	164652134	1	170495219	170546918	0d0887
6	95976941	96021746	6	16526271	16579338	8808a6
3	59490873	59533755	3	64213462	64253520	46039f
5	30512808	30544920	5	31391925	31426435	7201a8
8	76924163	76973335	8	80408239	80444752	ad2793
8	38784572	38819842	8	39479304	39502643	ad2793
1	174334334	174508676	1	181958458	182281413	0d0887
12	3685720	3707009	12	21120220	21139543	e3685f
7	49393193	49559980	7	43393010	43476288	9c179e
7	20547078	20581194	7	69284163	69323070	9c179e
6	90419595	90554253	6	6247072	6351244	8808a6
1	115839301	115861107	1	120992004	121009141	0d0887
4	89764301	89805546	4	97886849	97929103	5c01a6
16	7562846	7588990	15	9102998	9132054	fdb42f
2	148262245	148349717	2	137409443	137489487	2e0595
5	24202809	24214412	5	24958291	24972738	7201a8
2	193955195	193997336	2	91086184	91125984	2e0595
1	130509289	130565585	1	136081769	136137407	0d0887
6	42088511	42109820	6	62378345	62399747	8808a6
14	8739736	8782728	14	10268933	10324793	f58b47
7	89495486	89513516	7	7225172	7251128	9c179e
1	21034332	21059657	1	24970319	24976580	0d0887
1	200826653	200868823	1	210539175	210575304	0d0887
1	130610177	130673335	1	136177271	136234825	0d0887
1	333579236	333628440	1	346903662	346948471	0d0887
8	28915151	28948715	8	30222416	30251829	ad2793
1	300734952	300763457	1	311571007	311612015	0d0887
6	27562791	27589588	6	76437354	76460785	8808a6
15	10891677	10907414	13	5475238	5493586	fb9f3a
1	89920934	89970006	1	94979512	95028134	0d0887
14	8534423	8555709	14	10571110	10594976	f58b47
4	22319448	22368926	4	22869352	22915160	5c01a6
1	123425656	123603183	1	129003752	129202579	0d0887
13	11353677	11472934	11	7335445	7434626	ed7953
4	73178136	73372373	4	86518658	86595140	5c01a6
2	190458598	190502516	2	94635398	94690264	2e0595
19	1735681	1814915	18	2629604	2652376	f0f921
1	294318319	294331890	1	305153353	305165305	0d0887
3	201472379	201503814	3	213735552	213755551	46039f
1	140049299	140126528	1	145677105	145756283	0d0887
6	89861023	89911025	6	5600981	5652633	8808a6
13	435757	451231	11	24911667	24946869	ed7953
2	232767532	232786603	2	51991279	52007780	2e0595
19	6134582	6155279	18	8528898	8553442	f0f921
16	3961097	3993406	15	4090765	4130866	fdb42f
3	14648598	14678471	3	16389143	16434797	46039f
15	678565	715507	13	14039924	14099729	fb9f3a
12	7948396	8059519	12	15313978	15456060	e3685f
1	299302832	299335169	1	310170812	310200078	0d0887
15	5191455	5400849	13	22472905	22800562	fb9f3a
3	56181601	56184787	3	60806905	60810088	46039f
2	11302081	11313147	2	2442513	2452510	2e0595
3	183724567	183730970	3	194274484	194284686	46039f
11	22717112	22731704	9	9180062	9194462	d8576b
4	10720246	10751018	4	10289831	10321317	5c01a6
3	184776439	184786795	3	195482933	195491054	46039f
16	4137511	4280573	15	4343661	4541218	fdb42f
1	292575819	292667255	1	303367536	303473634	0d0887
3	59602784	59626835	3	64328228	64353749	46039f
5	55718750	55721930	5	56120768	56123942	7201a8
3	59049955	59059932	3	63761485	63773695	46039f
13	2218249	2238089	11	20299483	20359441	ed7953
1	267928775	267953202	1	278566798	278598158	0d0887
2	229844903	230056863	2	54877145	55112697	2e0595
2	101041721	101072046	2	188979348	189017471	2e0595
13	8726782	8758868	11	10292756	10332414	ed7953
4	81860935	81884704	4	90756411	90775611	5c01a6
14	8178794	8200375	14	11015003	11039357	f58b47
2	220716134	220813398	2	64387570	64503553	2e0595
5	32351975	32382292	5	33148520	33180545	7201a8
2	155798704	155864653	2	130102329	130170187	2e0595
6	10677155	10854898	6	94779787	94990423	8808a6
1	335909821	335912974	1	349253010	349256160	0d0887
7	9117484	9211114	7	82097786	82184696	9c179e
8	29579720	29600157	8	30848620	30864924	ad2793
1	40986552	41040908	1	45662758	45736585	0d0887
8	9406373	9455867	8	9532257	9566425	ad2793
4	42642534	42727973	4	44183677	44319391	5c01a6
6	45536726	45556253	6	59072340	59094824	8808a6
1	22987767	23018835	1	27146216	27173440	0d0887
5	32435312	32450522	5	33236589	33254154	7201a8
1	223755001	223848508	1	233673482	233752946	0d0887
1	79303073	79306214	1	84242381	84245519	0d0887
5	120687296	120757748	5	125360235	125415907	7201a8
16	5628984	5701990	15	6445964	6541395	fdb42f
4	27691706	27825097	4	28334090	28495685	5c01a6
2	234696683	234772079	2	49878381	49959235	2e0595
19	4515649	4538096	18	6627993	6659258	f0f921
2	156133189	156173887	2	129791732	129840243	2e0595
1	166537207	166605735	1	172522466	172610080	0d0887
1	274602106	274619816	1	285397377	285416488	0d0887
1	300181577	300298183	1	311069482	311131668	0d0887
8	30578286	30690404	8	31831619	31957465	ad2793
7	84389438	84550855	7	1919106	2062029	9c179e
2	155621514	155667898	2	130301639	130362857	2e0595
7	22029157	22058718	7	67631096	67668456	9c179e
1	10971505	11035747	1	13814122	13885479	0d0887
8	39044291	39111508	8	39715620	39778991	ad2793
3	169179173	169208448	3	178833944	178859875	46039f
5	97053634	97078659	5	99463754	99486993	7201a8
3	159004280	159030514	3	168513496	168536467	46039f
17	9279253	9292979	17	4529740	4547114	fdca26
6	42975125	43002411	6	61519902	61543178	8808a6
2	207561962	207615795	2	77470779	77521416	2e0595
1	155509294	155557402	1	161372195	161420721	0d0887
3	137659573	137686690	3	146112672	146143857	46039f
13	1397056	1423940	11	22560778	22614480	ed7953
3	103681867	103718112	3	110864893	110900202	46039f
15	15609965	15621999	13	10191130	10202478	fb9f3a
5	112851631	112854727	5	116871834	116874930	7201a8
1	109087253	109116937	1	114269780	114301987	0d0887
1	215471967	215499371	1	225134088	225161498	0d0887
14	578422	613969	14	20821614	20859141	f58b47
7	30407939	30452883	7	59258907	59301322	9c179e
7	24099156	24171613	7	65381613	65447614	9c179e
