genome	chr	length	plotOrd	gapSize	chrstart	med	x1	x2	y1	y2	chrLab
Bothrops_insularis	CM148035.1	88818838	6	8553104.12222222	1101504298.61111	842382656.538889	259121642.072222	347940480.072222	8.04192708333333	7.95807291666667	CM148035.1
Bothrops_insularis	CM148036.1	82041888	7	8553104.12222222	1198876241.73333	842382656.538889	356493585.194444	438535473.194444	8.04192708333333	7.95807291666667	CM148036.1
Bothrops_insularis	CM148037.1	24352728	8	8553104.12222222	1289471234.85556	842382656.538889	447088578.316667	471441306.316667	8.04192708333333	7.95807291666667	CM148037.1
Bothrops_insularis	CM148044.1	12833274	9	8553104.12222222	1322377067.97778	842382656.538889	479994411.438889	492827685.438889	8.04192708333333	7.95807291666667	CM148044.1
Bothrops_insularis	CM148043.1	13681324	10	8553104.12222222	1343763447.1	842382656.538889	501380790.561111	515062114.561111	8.04192708333333	7.95807291666667	CM148043.1
Bothrops_insularis	CM148041.1	17740625	11	8553104.12222222	1365997876.22222	842382656.538889	523615219.683333	541355844.683333	8.04192708333333	7.95807291666667	CM148041.1
Bothrops_insularis	CM148038.1	22166923	12	8553104.12222222	1392291606.34444	842382656.538889	549908949.805556	572075872.805556	8.04192708333333	7.95807291666667	CM148038.1
Bothrops_insularis	CM148042.1	17566220	13	8553104.12222222	1423011634.46667	842382656.538889	580628977.927778	598195197.927778	8.04192708333333	7.95807291666667	CM148042.1
Bothrops_insularis	CM148039.1	19741584	14	8553104.12222222	1449130959.58889	842382656.538889	606748303.05	626489887.05	8.04192708333333	7.95807291666667	CM148039.1
Bothrops_insularis	CM148046.1	11452245	15	8553104.12222222	1477425648.71111	842382656.538889	635042992.172222	646495237.172222	8.04192708333333	7.95807291666667	CM148046.1
Bothrops_insularis	CM148045.1	13653500	16	8553104.12222222	1497430998.83333	842382656.538889	655048342.294445	668701842.294445	8.04192708333333	7.95807291666667	CM148045.1
Bothrops_insularis	CM148040.1	18247323	17	8553104.12222222	1519637603.95556	842382656.538889	677254947.416667	695502270.416667	8.04192708333333	7.95807291666667	CM148040.1
Bothrops_insularis	CM148047.1	138327281	18	8553104.12222222	1546438032.07778	842382656.538889	704055375.538889	842382656.538889	8.04192708333333	7.95807291666667	CM148047.1
Candoia_aspera	NC_086153.1	343542237	1	8780905.18888889	1	834067917.605556	-834067916.605556	-490525679.605556	3.04192708333333	2.95807291666667	NC_086153.1
Candoia_aspera	NC_086154.1	265865396	2	8780905.18888889	352323144.188889	834067917.605556	-481744773.416667	-215879377.416667	3.04192708333333	2.95807291666667	NC_086154.1
Candoia_aspera	NC_086155.1	209409529	3	8780905.18888889	626969446.377778	834067917.605556	-207098471.227778	2311057.77222216	3.04192708333333	2.95807291666667	NC_086155.1
Candoia_aspera	NC_086157.1	117555080	4	8780905.18888889	845159881.566667	834067917.605556	11091963.9611111	128647043.961111	3.04192708333333	2.95807291666667	NC_086157.1
Candoia_aspera	NC_086158.1	100561498	5	8780905.18888889	971495867.755556	834067917.605556	137427950.15	237989448.15	3.04192708333333	2.95807291666667	NC_086158.1
Candoia_aspera	NC_086159.1	84490427	6	8780905.18888889	1080838271.94444	834067917.605556	246770354.338889	331260781.338889	3.04192708333333	2.95807291666667	NC_086159.1
Candoia_aspera	NC_086160.1	78736386	7	8780905.18888889	1174109605.13333	834067917.605556	340041687.527778	418778073.527778	3.04192708333333	2.95807291666667	NC_086160.1
Candoia_aspera	NC_086161.1	27216805	8	8780905.18888889	1261626897.32222	834067917.605556	427558979.716667	454775784.716667	3.04192708333333	2.95807291666667	NC_086161.1
Candoia_aspera	NC_086162.1	27104198	9	8780905.18888889	1297624608.51111	834067917.605556	463556690.905556	490660888.905556	3.04192708333333	2.95807291666667	NC_086162.1
Candoia_aspera	NC_086165.1	23655276	10	8780905.18888889	1333509712.7	834067917.605556	499441795.094444	523097071.094444	3.04192708333333	2.95807291666667	NC_086165.1
Candoia_aspera	NC_086164.1	23776961	11	8780905.18888889	1365945894.88889	834067917.605556	531877977.283333	555654938.283333	3.04192708333333	2.95807291666667	NC_086164.1
Candoia_aspera	NC_086166.1	20443172	12	8780905.18888889	1398503762.07778	834067917.605556	564435844.472222	584879016.472222	3.04192708333333	2.95807291666667	NC_086166.1
Candoia_aspera	NC_086163.1	25771474	13	8780905.18888889	1427727840.26667	834067917.605556	593659922.661111	619431396.661111	3.04192708333333	2.95807291666667	NC_086163.1
Candoia_aspera	NC_086168.1	12357620	14	8780905.18888889	1462280220.45556	834067917.605556	628212302.85	640569922.85	3.04192708333333	2.95807291666667	NC_086168.1
Candoia_aspera	NC_086170.1	10124325	15	8780905.18888889	1483418746.64444	834067917.605556	649350829.038889	659475154.038889	3.04192708333333	2.95807291666667	NC_086170.1
Candoia_aspera	NC_086167.1	17211508	16	8780905.18888889	1502323977.83333	834067917.605556	668256060.227778	685467568.227778	3.04192708333333	2.95807291666667	NC_086167.1
Candoia_aspera	NC_086169.1	11800861	17	8780905.18888889	1528316392.02222	834067917.605556	694248474.416667	706049335.416667	3.04192708333333	2.95807291666667	NC_086169.1
Candoia_aspera	NC_086156.1	119237676	18	8780905.18888889	1548898159.21111	834067917.605556	714830241.605556	834067917.605556	3.04192708333333	2.95807291666667	NC_086156.1
Cerastes_gasperettii	CM101926.1	361975768	1	7552982.96842105	1	878883430.71579	-878883429.71579	-516907661.71579	6.04192708333333	5.95807291666667	CM101926.1
Cerastes_gasperettii	CM101927.1	284353203	2	7552982.96842105	369528752.968421	878883430.71579	-509354677.747369	-225001474.747369	6.04192708333333	5.95807291666667	CM101927.1
Cerastes_gasperettii	CM101928.1	214135539	3	7552982.96842105	661434939.936842	878883430.71579	-217448490.778947	-3312951.77894747	6.04192708333333	5.95807291666667	CM101928.1
Cerastes_gasperettii	CM101929.1	124417107	4	7552982.96842105	883123462.905263	878883430.71579	4240032.18947351	128657139.189474	6.04192708333333	5.95807291666667	CM101929.1
Cerastes_gasperettii	CM101930.1	103161017	5	7552982.96842105	1015093553.87368	878883430.71579	136210123.157895	239371140.157895	6.04192708333333	5.95807291666667	CM101930.1
Cerastes_gasperettii	CM101931.1	91653839	6	7552982.96842105	1125807554.84211	878883430.71579	246924124.126316	338577963.126316	6.04192708333333	5.95807291666667	CM101931.1
Cerastes_gasperettii	CM101932.1	78604443	7	7552982.96842105	1225014377.81053	878883430.71579	346130947.094737	424735390.094737	6.04192708333333	5.95807291666667	CM101932.1
Cerastes_gasperettii	CM101933.1	26280735	8	7552982.96842105	1311171804.77895	878883430.71579	432288374.063158	458569109.063158	6.04192708333333	5.95807291666667	CM101933.1
Cerastes_gasperettii	CM101934.1	25261980	9	7552982.96842105	1345005523.74737	878883430.71579	466122093.031579	491384073.031579	6.04192708333333	5.95807291666667	CM101934.1
Cerastes_gasperettii	CM101937.1	20627240	10	7552982.96842105	1377820487.71579	878883430.71579	498937057	519564297	6.04192708333333	5.95807291666667	CM101937.1
Cerastes_gasperettii	CM101936.1	20818700	11	7552982.96842105	1406000711.68421	878883430.71579	527117280.968421	547935980.968421	6.04192708333333	5.95807291666667	CM101936.1
Cerastes_gasperettii	CM101938.1	16908911	12	7552982.96842105	1434372395.65263	878883430.71579	555488964.936842	572397875.936842	6.04192708333333	5.95807291666667	CM101938.1
Cerastes_gasperettii	CM101935.1	22905833	13	7552982.96842105	1458834290.62105	878883430.71579	579950859.905263	602856692.905263	6.04192708333333	5.95807291666667	CM101935.1
Cerastes_gasperettii	CM101940.1	9519909	14	7552982.96842105	1489293107.58947	878883430.71579	610409676.873684	619929585.873684	6.04192708333333	5.95807291666667	CM101940.1
Cerastes_gasperettii	CM101942.1	8093478	15	7552982.96842105	1506366000.55789	878883430.71579	627482569.842105	635576047.842105	6.04192708333333	5.95807291666667	CM101942.1
Cerastes_gasperettii	CM101939.1	12880968	16	7552982.96842105	1522012462.52632	878883430.71579	643129031.810526	656009999.810526	6.04192708333333	5.95807291666667	CM101939.1
Cerastes_gasperettii	CM101941.1	9227072	17	7552982.96842105	1542446414.49474	878883430.71579	663562983.778947	672790055.778947	6.04192708333333	5.95807291666667	CM101941.1
Cerastes_gasperettii	CM101943.1	55682109	18	7552982.96842105	1559226470.46316	878883430.71579	680343039.747368	736025148.747368	6.04192708333333	5.95807291666667	CM101943.1
Cerastes_gasperettii	CM101944.1	135305298	19	7552982.96842105	1622461563.43158	878883430.71579	743578132.71579	878883430.71579	6.04192708333333	5.95807291666667	CM101944.1
Crotalus_adamanteus	CM077918.1	359263905	1	6878027.43157895	1	904869218.884211	-904869217.884211	-545605312.884211	9.04192708333333	8.95807291666667	CM077918.1
Crotalus_adamanteus	CM077919.1	285887726	2	6878027.43157895	366141934.431579	904869218.884211	-538727284.452632	-252839558.452632	9.04192708333333	8.95807291666667	CM077919.1
Crotalus_adamanteus	CM077920.1	208867239	3	6878027.43157895	658907688.863158	904869218.884211	-245961530.021053	-37094291.0210527	9.04192708333333	8.95807291666667	CM077920.1
Crotalus_adamanteus	CM077921.1	127733570	4	6878027.43157895	874652956.294737	904869218.884211	-30216262.5894738	97517307.4105262	9.04192708333333	8.95807291666667	CM077921.1
Crotalus_adamanteus	CM077922.1	106012305	5	6878027.43157895	1009264554.72632	904869218.884211	104395335.842105	210407640.842105	9.04192708333333	8.95807291666667	CM077922.1
Crotalus_adamanteus	CM077923.1	95222080	6	6878027.43157895	1122154888.15789	904869218.884211	217285669.273684	312507749.273684	9.04192708333333	8.95807291666667	CM077923.1
Crotalus_adamanteus	CM077924.1	86137580	7	6878027.43157895	1224254996.58947	904869218.884211	319385777.705263	405523357.705263	9.04192708333333	8.95807291666667	CM077924.1
Crotalus_adamanteus	CM077925.1	31337045	8	6878027.43157895	1317270605.02105	904869218.884211	412401386.136842	443738431.136842	9.04192708333333	8.95807291666667	CM077925.1
Crotalus_adamanteus	CM077926.1	27649578	9	6878027.43157895	1355485678.45263	904869218.884211	450616459.568421	478266037.568421	9.04192708333333	8.95807291666667	CM077926.1
Crotalus_adamanteus	CM077927.1	26571601	10	6878027.43157895	1390013284.88421	904869218.884211	485144066	511715667	9.04192708333333	8.95807291666667	CM077927.1
Crotalus_adamanteus	CM077928.1	23512464	11	6878027.43157895	1423462914.31579	904869218.884211	518593695.431579	542106159.431579	9.04192708333333	8.95807291666667	CM077928.1
Crotalus_adamanteus	CM077929.1	19911475	12	6878027.43157895	1453853406.74737	904869218.884211	548984187.863158	568895662.863158	9.04192708333333	8.95807291666667	CM077929.1
Crotalus_adamanteus	CM077930.1	23373084	13	6878027.43157895	1480642910.17895	904869218.884211	575773691.294737	599146775.294737	9.04192708333333	8.95807291666667	CM077930.1
Crotalus_adamanteus	CM077931.1	11061142	14	6878027.43157895	1510894022.61053	904869218.884211	606024803.726316	617085945.726316	9.04192708333333	8.95807291666667	CM077931.1
Crotalus_adamanteus	CM077932.1	13105149	15	6878027.43157895	1528833193.04211	904869218.884211	623963974.157895	637069123.157895	9.04192708333333	8.95807291666667	CM077932.1
Crotalus_adamanteus	CM077933.1	16415111	16	6878027.43157895	1548816370.47368	904869218.884211	643947151.589474	660362262.589474	9.04192708333333	8.95807291666667	CM077933.1
Crotalus_adamanteus	CM077934.1	12654614	17	6878027.43157895	1572109509.90526	904869218.884211	667240291.021053	679894905.021053	9.04192708333333	8.95807291666667	CM077934.1
Crotalus_adamanteus	CM077936.1	145489444	18	6878027.43157895	1591642152.33684	904869218.884211	686772933.452632	832262377.452632	9.04192708333333	8.95807291666667	CM077936.1
Crotalus_adamanteus	CM077935.1	65728813	19	6878027.43157895	1744009624.76842	904869218.884211	839140405.884211	904869218.884211	9.04192708333333	8.95807291666667	CM077935.1
Elaphe_schrenckii	CM114708.1	351683687	1	7544467.57777778	1	879197890.411111	-879197889.411111	-527514202.411111	4.04192708333333	3.95807291666667	CM114708.1
Elaphe_schrenckii	CM114709.1	289569014	2	7544467.57777778	359228156.577778	879197890.411111	-519969733.833333	-230400719.833333	4.04192708333333	3.95807291666667	CM114709.1
Elaphe_schrenckii	CM114710.1	215183635	3	7544467.57777778	656341639.155556	879197890.411111	-222856251.255556	-7672616.25555551	4.04192708333333	3.95807291666667	CM114710.1
Elaphe_schrenckii	CM114712.1	127426388	4	7544467.57777778	879069742.733334	879197890.411111	-128147.677777648	127298240.322222	4.04192708333333	3.95807291666667	CM114712.1
Elaphe_schrenckii	CM114713.1	105706332	5	7544467.57777778	1014040599.31111	879197890.411111	134842708.9	240549040.9	4.04192708333333	3.95807291666667	CM114713.1
Elaphe_schrenckii	CM114714.1	91218315	6	7544467.57777778	1127291399.88889	879197890.411111	248093509.477778	339311824.477778	4.04192708333333	3.95807291666667	CM114714.1
Elaphe_schrenckii	CM114715.1	83153136	7	7544467.57777778	1226054183.46667	879197890.411111	346856293.055556	430009429.055556	4.04192708333333	3.95807291666667	CM114715.1
Elaphe_schrenckii	CM114716.1	32623756	8	7544467.57777778	1316751788.04444	879197890.411111	437553897.633333	470177653.633333	4.04192708333333	3.95807291666667	CM114716.1
Elaphe_schrenckii	CM114717.1	29563223	9	7544467.57777778	1356920012.62222	879197890.411111	477722122.211111	507285345.211111	4.04192708333333	3.95807291666667	CM114717.1
Elaphe_schrenckii	CM114720.1	24008818	10	7544467.57777778	1394027704.2	879197890.411111	514829813.788889	538838631.788889	4.04192708333333	3.95807291666667	CM114720.1
Elaphe_schrenckii	CM114719.1	25488676	11	7544467.57777778	1425580990.77778	879197890.411111	546383100.366667	571871776.366667	4.04192708333333	3.95807291666667	CM114719.1
Elaphe_schrenckii	CM114721.1	21423451	12	7544467.57777778	1458614135.35556	879197890.411111	579416244.944444	600839695.944444	4.04192708333333	3.95807291666667	CM114721.1
Elaphe_schrenckii	CM114718.1	25812061	13	7544467.57777778	1487582054.93333	879197890.411111	608384164.522222	634196225.522222	4.04192708333333	3.95807291666667	CM114718.1
Elaphe_schrenckii	CM114724.1	13614496	14	7544467.57777778	1520938584.51111	879197890.411111	641740694.1	655355190.1	4.04192708333333	3.95807291666667	CM114724.1
Elaphe_schrenckii	CM114725.1	10418358	15	7544467.57777778	1542097549.08889	879197890.411111	662899658.677778	673318016.677778	4.04192708333333	3.95807291666667	CM114725.1
Elaphe_schrenckii	CM114722.1	17225256	16	7544467.57777778	1560060375.66667	879197890.411111	680862485.255555	698087741.255555	4.04192708333333	3.95807291666667	CM114722.1
Elaphe_schrenckii	CM114723.1	14411144	17	7544467.57777778	1584830100.24444	879197890.411111	705632209.833333	720043353.833333	4.04192708333333	3.95807291666667	CM114723.1
Elaphe_schrenckii	CM114711.1	151610068	18	7544467.57777778	1606785712.82222	879197890.411111	727587822.411111	879197890.411111	4.04192708333333	3.95807291666667	CM114711.1
Gloydius_shedaoensis	GWHBWDU00000001	335011728	1	9380689.52631579	1	808516728.236842	-808516727.236842	-473504999.236842	10.0419270833333	9.95807291666667	GWHBWDU00000001
Gloydius_shedaoensis	GWHBWDU00000002	254724652	2	9380689.52631579	344392419.526316	808516728.236842	-464124308.710526	-209399656.710526	10.0419270833333	9.95807291666667	GWHBWDU00000002
Gloydius_shedaoensis	GWHBWDU00000003	191443783	3	9380689.52631579	608497762.052632	808516728.236842	-200018966.184211	-8575183.18421054	10.0419270833333	9.95807291666667	GWHBWDU00000003
Gloydius_shedaoensis	GWHBWDU00000016	9718563	4	9380689.52631579	809322235.578947	808516728.236842	805507.34210515	10524070.3421052	10.0419270833333	9.95807291666667	GWHBWDU00000016
Gloydius_shedaoensis	GWHBWDU00000004	120218523	5	9380689.52631579	828421489.105263	808516728.236842	19904760.868421	140123283.868421	10.0419270833333	9.95807291666667	GWHBWDU00000004
Gloydius_shedaoensis	GWHBWDU00000006	95680829	6	9380689.52631579	958020702.631579	808516728.236842	149503974.394737	245184803.394737	10.0419270833333	9.95807291666667	GWHBWDU00000006
Gloydius_shedaoensis	GWHBWDU00000007	87900558	7	9380689.52631579	1063082222.15789	808516728.236842	254565493.921053	342466051.921052	10.0419270833333	9.95807291666667	GWHBWDU00000007
Gloydius_shedaoensis	GWHBWDU00000008	76116004	8	9380689.52631579	1160363470.68421	808516728.236842	351846742.447368	427962746.447368	10.0419270833333	9.95807291666667	GWHBWDU00000008
Gloydius_shedaoensis	GWHBWDU00000013	16852744	9	9380689.52631579	1245860165.21053	808516728.236842	437343436.973684	454196180.973684	10.0419270833333	9.95807291666667	GWHBWDU00000013
Gloydius_shedaoensis	GWHBWDU00000009	25461227	10	9380689.52631579	1272093599.73684	808516728.236842	463576871.5	489038098.5	10.0419270833333	9.95807291666667	GWHBWDU00000009
Gloydius_shedaoensis	GWHBWDU00000014	16883241	11	9380689.52631579	1306935517.26316	808516728.236842	498418789.026316	515302030.026316	10.0419270833333	9.95807291666667	GWHBWDU00000014
Gloydius_shedaoensis	GWHBWDU00000011	19872873	12	9380689.52631579	1333199448.78947	808516728.236842	524682720.552632	544555593.552632	10.0419270833333	9.95807291666667	GWHBWDU00000011
Gloydius_shedaoensis	GWHBWDU00000012	16962177	13	9380689.52631579	1362453012.31579	808516728.236842	553936284.078948	570898461.078948	10.0419270833333	9.95807291666667	GWHBWDU00000012
Gloydius_shedaoensis	GWHBWDU00000010	23892500	14	9380689.52631579	1388795879.84211	808516728.236842	580279151.605263	604171651.605263	10.0419270833333	9.95807291666667	GWHBWDU00000010
Gloydius_shedaoensis	GWHBWDU00000018	7991040	15	9380689.52631579	1422069070.36842	808516728.236842	613552342.131579	621543382.131579	10.0419270833333	9.95807291666667	GWHBWDU00000018
Gloydius_shedaoensis	GWHBWDU00000019	7647695	16	9380689.52631579	1439440800.89474	808516728.236842	630924072.657895	638571767.657895	10.0419270833333	9.95807291666667	GWHBWDU00000019
Gloydius_shedaoensis	GWHBWDU00000015	12431635	17	9380689.52631579	1456469186.42105	808516728.236842	647952458.184211	660384093.184211	10.0419270833333	9.95807291666667	GWHBWDU00000015
Gloydius_shedaoensis	GWHBWDU00000017	9414131	18	9380689.52631579	1478281511.94737	808516728.236842	669764783.710527	679178914.710526	10.0419270833333	9.95807291666667	GWHBWDU00000017
Gloydius_shedaoensis	GWHBWDU00000005	119957123	19	9380689.52631579	1497076333.47368	808516728.236842	688559605.236842	808516728.236842	10.0419270833333	9.95807291666667	GWHBWDU00000005
Gloydius_ussuriensis	G_ussuri_chr1	340616519	1	8876778.57777778	1	830568538.911111	-830568537.911111	-489952018.911111	11.0838541666667	10.9161458333333	1
Gloydius_ussuriensis	G_ussuri_chr2	272010517	2	8876778.57777778	349493299.577778	830568538.911111	-481075239.333333	-209064722.333333	11.0838541666667	10.9161458333333	2
Gloydius_ussuriensis	G_ussuri_chr3	203053079	3	8876778.57777778	630380596.155556	830568538.911111	-200187942.755556	2865136.24444449	11.0838541666667	10.9161458333333	3
Gloydius_ussuriensis	G_ussuri_chr4	122772942	4	8876778.57777778	842310454.733334	830568538.911111	11741915.8222224	134514857.822222	11.0838541666667	10.9161458333333	4
Gloydius_ussuriensis	G_ussuri_chr5	99227305	5	8876778.57777778	973960176.311111	830568538.911111	143391637.4	242618942.4	11.0838541666667	10.9161458333333	5
Gloydius_ussuriensis	G_ussuri_chr6	93653296	6	8876778.57777778	1082064260.88889	830568538.911111	251495721.977778	345149017.977778	11.0838541666667	10.9161458333333	6
Gloydius_ussuriensis	G_ussuri_chr7	79110916	7	8876778.57777778	1184594336.46667	830568538.911111	354025797.555556	433136713.555556	11.0838541666667	10.9161458333333	7
Gloydius_ussuriensis	G_ussuri_chr9	23001647	8	8876778.57777778	1272582032.04444	830568538.911111	442013493.133333	465015140.133333	11.0838541666667	10.9161458333333	9
Gloydius_ussuriensis	G_ussuri_chr10	27154594	9	8876778.57777778	1304460458.62222	830568538.911111	473891919.711111	501046513.711111	11.0838541666667	10.9161458333333	10
Gloydius_ussuriensis	G_ussuri_chr11	17119538	10	8876778.57777778	1340491832.2	830568538.911111	509923293.288889	527042831.288889	11.0838541666667	10.9161458333333	11
Gloydius_ussuriensis	G_ussuri_chr12	20432526	11	8876778.57777778	1366488149.77778	830568538.911111	535919610.866667	556352136.866667	11.0838541666667	10.9161458333333	12
Gloydius_ussuriensis	G_ussuri_chr13	17059048	12	8876778.57777778	1395797455.35556	830568538.911111	565228916.444444	582287964.444444	11.0838541666667	10.9161458333333	13
Gloydius_ussuriensis	G_ussuri_chr14	18847825	13	8876778.57777778	1421733282.93333	830568538.911111	591164744.022222	610012569.022222	11.0838541666667	10.9161458333333	14
Gloydius_ussuriensis	G_ussuri_chr15	11204000	14	8876778.57777778	1449457887.51111	830568538.911111	618889348.6	630093348.6	11.0838541666667	10.9161458333333	15
Gloydius_ussuriensis	G_ussuri_chr16	7815941	15	8876778.57777778	1469538667.08889	830568538.911111	638970128.177778	646786069.177778	11.0838541666667	10.9161458333333	16
Gloydius_ussuriensis	G_ussuri_chr17	13101344	16	8876778.57777778	1486231387.66667	830568538.911111	655662848.755555	668764192.755555	11.0838541666667	10.9161458333333	17
Gloydius_ussuriensis	G_ussuri_chr18	9710853	17	8876778.57777778	1508209511.24444	830568538.911111	677640972.333333	687351825.333333	11.0838541666667	10.9161458333333	18
Gloydius_ussuriensis	G_ussuri_chrZ	134339934	18	8876778.57777778	1526797143.82222	830568538.911111	696228604.911111	830568538.911111	11.0838541666667	10.9161458333333	Z
Naja_naja	CM019148.1	374759331	1	7155459.50526316	1	894188084.047369	-894188083.047368	-519428752.047368	5.04192708333333	4.95807291666667	CM019148.1
Naja_naja	CM019149.1	309298334	2	7155459.50526316	381914792.505263	894188084.047369	-512273291.542105	-202974957.542105	5.04192708333333	4.95807291666667	CM019149.1
Naja_naja	CM019150.1	223829449	3	7155459.50526316	698368587.010526	894188084.047369	-195819497.036842	28009951.9631579	5.04192708333333	4.95807291666667	CM019150.1
Naja_naja	CM019152.1	62346426	4	7155459.50526316	929353496.515789	894188084.047369	35165412.468421	97511838.468421	5.04192708333333	4.95807291666667	CM019152.1
Naja_naja	CM019153.1	53825279	5	7155459.50526316	998855383.021053	894188084.047369	104667298.973684	158492577.973684	5.04192708333333	4.95807291666667	CM019153.1
Naja_naja	CM019151.1	189894227	6	7155459.50526316	1059836122.52632	894188084.047369	165648038.478947	355542265.478947	5.04192708333333	4.95807291666667	CM019151.1
Naja_naja	CM019154.1	53642419	7	7155459.50526316	1256885810.03158	894188084.047369	362697725.984211	416340144.984211	5.04192708333333	4.95807291666667	CM019154.1
Naja_naja	CM019159.1	30161287	8	7155459.50526316	1317683689.53684	894188084.047369	423495605.489474	453656892.489474	5.04192708333333	4.95807291666667	CM019159.1
Naja_naja	CM019156.1	31951949	9	7155459.50526316	1355000437.04211	894188084.047369	460812352.994737	492764301.994737	5.04192708333333	4.95807291666667	CM019156.1
Naja_naja	CM019160.1	29709534	10	7155459.50526316	1394107846.54737	894188084.047369	499919762.5	529629296.5	5.04192708333333	4.95807291666667	CM019160.1
Naja_naja	CM019163.1	23262710	11	7155459.50526316	1430972841.05263	894188084.047369	536784757.005263	560047467.005263	5.04192708333333	4.95807291666667	CM019163.1
Naja_naja	CM019162.1	24971773	12	7155459.50526316	1461391011.55789	894188084.047369	567202927.510526	592174700.510526	5.04192708333333	4.95807291666667	CM019162.1
Naja_naja	CM019164.1	19962476	13	7155459.50526316	1493518245.06316	894188084.047369	599330161.01579	619292637.01579	5.04192708333333	4.95807291666667	CM019164.1
Naja_naja	CM019161.1	25963048	14	7155459.50526316	1520636181.56842	894188084.047369	626448097.521053	652411145.521053	5.04192708333333	4.95807291666667	CM019161.1
Naja_naja	CM019157.1	11561951	15	7155459.50526316	1553754690.07368	894188084.047369	659566606.026316	671128557.026316	5.04192708333333	4.95807291666667	CM019157.1
Naja_naja	CM019158.1	10039154	16	7155459.50526316	1572472101.57895	894188084.047369	678284017.531579	688323171.531579	5.04192708333333	4.95807291666667	CM019158.1
Naja_naja	CM019165.1	16123953	17	7155459.50526316	1589666716.08421	894188084.047369	695478632.036842	711602585.036842	5.04192708333333	4.95807291666667	CM019165.1
Naja_naja	CM019166.1	15294349	18	7155459.50526316	1612946129.58947	894188084.047369	718758045.542105	734052394.542105	5.04192708333333	4.95807291666667	CM019166.1
